Item_id,POI_Type,L2_Category_name,stars,clusters
201,1,110,2.5,3
202,1,92,3.5,3
203,1,12,3.0,8
204,0,83,3.0,8
205,1,111,3.0,5
206,1,112,3.0,5
207,1,113,3.0,5
208,1,6,3.5,8
209,0,65,3.0,5
210,1,98,2.5,5
211,1,20,2.0,5
212,1,37,3.0,8
132,0,20,2.0,3
209,0,37,2.5,5
213,1,20,2.5,5
204,0,20,2.0,8
7,0,2,1.5,3
214,1,114,4.0,3
215,1,27,1.5,3
132,0,22,2.5,3
216,0,22,2.0,8
217,1,9,2.0,8
218,1,2,1.5,3
219,1,25,4.0,5
152,0,18,3.0,9
209,0,20,2.0,5
220,1,53,4.5,0
221,1,9,3.0,3
132,0,4,3.5,3
222,1,93,4.5,8
8,0,10,3.5,4
223,1,115,3.0,5
224,1,115,3.0,5
225,1,116,3.0,5
226,1,20,2.0,5
227,1,111,3.0,5
228,1,117,2.0,9
229,1,42,2.0,2
230,1,20,1.5,8
231,1,118,3.0,5
232,1,99,3.5,3
233,1,115,3.0,5
234,1,105,3.0,5
235,1,105,2.0,8
236,1,9,2.5,5
237,1,20,4.0,8
238,1,20,1.5,3
239,1,22,3.5,5
216,0,4,3.0,8
240,1,12,3.0,3
241,1,116,3.0,5
242,1,20,1.5,3
243,1,115,3.0,5
244,1,118,3.0,5
245,0,27,3.5,8
138,0,6,4.0,7
182,0,9,2.5,3
246,1,110,2.5,3
110,0,110,3.0,8
247,1,20,3.0,3
132,0,105,4.5,3
7,0,84,3.5,3
204,0,12,3.5,8
248,1,2,3.5,3
249,1,2,3.5,3
180,0,27,2.5,8
250,1,27,4.0,4
182,0,27,3.0,3
56,0,2,2.0,1
56,0,11,3.5,1
251,1,119,3.0,1
252,1,120,2.5,1
56,0,70,3.5,1
253,1,121,4.5,6
254,1,122,2.5,6
255,1,123,3.0,8
256,0,14,2.0,3
7,0,28,3.0,3
257,1,12,3.5,5
258,1,12,3.0,0
259,1,16,2.0,3
260,1,16,2.0,3
261,1,25,4.0,7
256,0,12,3.0,3
25,0,124,4.5,0
262,1,125,3.5,0
103,0,85,3.0,3
182,0,6,3.0,3
103,0,120,3.5,3
182,0,68,3.5,3
182,0,90,3.0,3
263,1,57,3.0,3
264,1,12,3.5,3
7,0,25,4.5,3
265,1,16,1.5,5
266,1,6,3.0,3
0,0,37,2.5,0
267,0,9,3.5,7
267,0,126,2.5,7
8,0,22,4.0,4
8,0,11,3.0,4
268,1,104,3.0,3
269,1,20,3.5,3
270,0,105,2.5,5
270,0,4,2.0,5
271,1,93,4.0,4
272,1,22,2.5,0
273,0,94,2.0,5
7,0,17,3.0,3
7,0,57,3.5,3
50,0,54,3.5,1
274,1,22,4.0,1
56,0,52,3.0,1
56,0,14,4.5,1
50,0,127,2.5,1
50,0,80,4.5,1
275,1,22,4.0,1
276,1,128,4.0,0
277,1,31,4.5,0
278,1,7,3.0,1
8,0,12,3.0,4
8,0,2,3.0,4
8,0,16,2.5,4
279,1,37,4.0,1
280,1,129,5.0,0
281,1,130,2.5,1
8,0,19,3.0,4
25,0,56,4.0,0
282,1,6,3.5,1
283,1,86,1.5,1
284,1,60,4.0,2
25,0,37,4.0,0
8,0,3,2.5,4
285,1,131,4.0,6
41,0,49,2.0,4
286,1,9,3.5,3
7,0,92,3.5,3
287,1,91,4.5,0
103,0,12,2.5,3
288,1,12,2.5,3
103,0,16,2.5,3
103,0,37,3.0,3
289,1,63,3.5,0
290,1,20,2.5,0
291,1,38,4.5,0
56,0,37,3.0,1
292,1,105,3.0,3
293,1,50,2.5,0
294,1,98,2.0,3
295,0,15,2.0,0
296,1,75,4.0,2
297,1,93,4.5,2
148,0,44,4.0,4
298,1,25,2.5,3
299,1,57,4.0,3
300,1,94,2.0,3
301,1,58,4.0,0
302,1,55,2.0,3
303,1,108,2.5,2
154,0,124,3.5,0
182,0,58,3.5,3
304,1,11,3.0,3
103,0,15,3.0,3
305,1,37,3.5,2
306,1,94,3.5,3
307,1,132,5.0,0
308,1,9,2.5,3
309,1,20,3.5,0
310,1,93,3.0,3
311,1,14,3.5,6
312,1,27,4.5,7
313,1,22,3.5,4
314,1,100,4.5,4
315,1,27,3.5,3
316,1,133,4.5,0
103,0,6,4.0,3
317,1,27,4.0,3
318,1,7,2.5,4
319,1,59,3.0,2
320,1,37,3.5,0
321,1,134,4.5,4
322,1,49,2.5,4
323,1,124,3.5,4
324,1,135,4.5,2
325,1,38,3.5,3
25,0,16,5.0,0
326,1,136,1.0,2
327,1,137,4.0,2
328,1,38,3.0,2
103,0,20,2.0,3
329,1,37,2.5,4
188,0,91,4.0,7
138,0,105,3.5,7
330,1,6,3.0,4
331,1,37,4.5,0
332,1,20,1.0,0
333,1,12,4.0,3
8,0,58,3.0,4
154,0,55,3.5,0
334,1,95,3.0,3
335,1,20,2.5,0
336,1,105,2.5,3
337,1,20,2.0,3
338,1,138,4.0,3
56,0,44,2.5,1
339,1,9,3.0,2
8,0,104,4.5,4
41,0,54,3.0,4
340,1,54,4.0,1
341,0,12,3.5,9
342,1,37,2.5,9
343,1,38,3.5,6
344,1,37,4.5,7
8,0,29,3.5,4
8,0,20,2.5,4
345,1,37,3.5,7
346,1,25,3.0,0
347,0,55,2.5,7
348,1,44,3.5,1
341,0,57,3.5,9
341,0,24,4.5,9
7,0,4,3.0,3
56,0,9,3.5,1
349,1,41,4.0,2
350,1,42,3.5,7
8,0,9,4.0,4
351,1,15,3.0,7
25,0,9,2.5,0
191,0,37,3.0,9
352,1,26,4.5,3
8,0,48,3.0,4
353,0,11,4.0,3
354,1,16,2.0,3
355,1,6,4.0,9
356,1,2,3.0,0
8,0,25,4.0,4
357,1,14,3.0,3
8,0,14,3.5,4
358,1,12,2.5,3
191,0,2,3.0,9
359,1,6,4.0,8
267,0,16,2.5,7
360,1,15,2.5,4
361,1,108,2.0,0
362,1,4,2.5,9
363,1,42,2.0,2
148,0,53,4.0,4
364,1,6,3.5,4
365,1,57,4.5,4
25,0,55,3.0,0
366,1,12,3.5,2
367,1,89,3.5,0
368,1,98,2.5,9
369,0,12,3.5,9
370,1,54,4.0,2
29,0,22,2.5,2
371,0,12,3.0,9
341,0,90,4.0,9
341,0,6,3.5,9
372,1,108,1.5,3
373,1,22,3.5,3
374,1,16,3.0,3
375,1,2,2.0,9
376,1,139,4.5,6
377,1,70,3.5,3
341,0,27,3.5,9
378,1,58,4.0,9
379,0,49,3.0,8
380,0,86,5.0,9
380,0,20,4.0,9
8,0,79,4.0,4
381,1,74,2.0,2
382,1,74,3.5,2
383,1,140,3.0,0
384,1,20,2.0,7
385,1,141,2.5,6
379,0,9,3.5,8
386,1,14,3.5,0
387,1,142,4.5,2
388,1,6,3.0,2
29,0,143,3.0,2
389,1,20,3.5,0
154,0,91,3.5,0
390,1,20,1.5,0
391,1,37,2.0,0
392,1,20,1.5,0
393,1,15,2.5,0
394,1,22,2.5,2
395,1,55,2.5,0
396,1,90,4.5,0
397,1,136,3.0,3
398,1,49,3.5,2
179,0,42,4.5,4
399,1,6,3.0,1
400,1,144,4.0,4
401,1,15,2.0,1
402,1,20,2.0,1
25,0,9,3.5,0
148,0,37,3.5,4
104,0,7,3.0,6
8,0,27,4.0,4
403,1,132,3.5,4
182,0,75,3.0,3
404,1,142,5.0,0
405,1,90,4.0,2
8,0,20,2.0,4
406,1,6,3.5,4
41,0,22,3.5,4
407,1,6,2.5,0
408,1,20,2.0,4
37,0,37,3.0,4
409,1,70,3.5,0
0,0,145,2.5,0
410,1,94,4.0,0
411,1,95,3.0,2
412,0,124,3.5,7
412,0,4,3.0,7
181,0,136,3.0,5
25,0,92,3.5,0
413,1,37,3.5,0
414,1,143,4.5,6
148,0,109,2.5,4
415,1,94,3.5,2
416,1,22,4.0,4
417,1,9,3.5,9
153,0,22,4.5,6
104,0,49,4.0,6
412,0,37,2.5,7
418,1,146,4.0,2
419,1,6,3.0,2
420,1,86,4.5,4
421,1,12,3.5,4
353,0,147,4.0,3
353,0,37,4.0,3
422,1,12,2.5,2
423,1,37,3.5,2
8,0,14,4.0,4
424,1,20,2.5,2
425,1,12,4.0,4
426,1,74,3.5,9
427,1,84,3.5,0
428,1,37,4.0,2
429,1,90,4.5,2
430,1,6,3.0,4
431,1,89,3.5,0
153,0,109,3.0,6
432,1,6,2.0,2
433,1,9,4.0,2
434,1,119,4.5,2
37,0,42,4.0,0
435,1,16,2.0,4
436,1,44,3.0,4
437,1,37,2.0,2
438,1,65,3.0,7
439,1,21,3.0,2
440,1,6,4.0,2
441,1,44,4.0,4
8,0,72,2.5,4
33,0,54,4.5,2
442,1,22,3.5,2
443,1,6,3.5,2
444,1,70,4.0,4
33,0,141,2.5,2
445,1,27,3.5,0
446,1,42,3.5,6
447,1,12,2.5,6
448,1,86,1.0,3
449,1,20,3.0,2
450,1,16,3.0,6
451,1,20,2.5,6
412,0,1,3.0,7
452,1,4,3.5,6
453,1,15,3.0,0
454,1,25,2.5,9
455,1,20,3.5,6
456,1,57,3.5,6
457,1,25,5.0,2
458,1,27,2.5,1
412,0,148,2.5,7
459,1,12,3.0,7
267,0,7,3.0,7
460,1,59,3.5,8
461,0,12,2.5,8
341,0,10,3.5,9
462,1,12,3.5,9
463,1,4,2.5,7
341,0,9,3.0,9
341,0,2,2.5,9
464,1,4,3.0,7
412,0,77,3.5,7
371,0,9,2.0,9
465,1,52,3.0,8
466,1,50,2.5,9
134,0,2,3.0,7
467,1,7,4.0,2
8,0,93,4.0,4
468,1,12,4.0,6
469,1,16,2.5,4
470,1,85,4.5,7
471,1,71,3.5,7
472,1,22,4.5,6
41,0,149,4.0,4
41,0,9,3.5,4
473,1,48,3.5,2
474,1,20,2.0,0
475,1,95,3.0,2
476,1,57,3.0,4
477,0,2,4.5,4
478,1,20,3.0,4
479,1,20,3.0,0
480,1,98,3.5,2
481,1,27,3.5,3
482,1,48,4.0,4
483,1,25,4.0,2
484,1,27,1.5,2
485,1,98,3.0,2
486,1,16,2.5,4
8,0,150,3.5,4
487,1,20,2.0,2
488,1,103,2.5,6
489,1,6,4.5,4
490,1,142,2.0,6
148,0,151,4.0,4
25,0,90,3.0,0
491,1,38,4.5,6
179,0,15,4.0,4
8,0,152,2.0,4
492,1,9,2.5,4
493,1,31,3.5,2
494,1,44,3.5,4
41,0,6,4.0,4
495,1,57,3.5,4
496,1,20,1.5,2
497,0,55,2.5,2
498,1,2,2.5,0
0,0,20,3.0,0
0,0,9,1.5,0
33,0,6,3.5,2
499,1,104,2.0,0
29,0,110,2.5,2
500,1,57,3.5,6
501,0,4,1.5,6
502,1,20,3.0,0
8,0,6,4.0,4
503,1,16,2.5,4
504,1,2,2.5,4
8,0,72,2.0,4
505,1,16,3.5,0
37,0,33,5.0,4
37,0,21,3.5,0
506,1,20,3.0,0
507,1,56,4.0,0
508,1,20,2.5,4
509,1,110,3.0,6
510,1,37,2.5,0
511,1,53,4.5,1
512,1,31,4.0,6
513,1,31,3.0,4
514,1,20,3.5,1
515,1,153,4.0,1
516,1,20,2.5,1
517,1,37,3.0,1
518,1,154,3.5,1
0,0,2,3.5,0
50,0,106,3.0,1
519,1,105,3.0,7
520,1,155,2.0,9
521,0,12,4.0,8
522,1,155,2.0,9
523,1,105,3.5,8
216,0,95,3.5,8
524,1,105,2.5,8
525,1,22,2.5,0
526,1,22,4.0,1
33,0,37,3.5,2
527,1,42,4.5,1
528,1,156,4.0,2
529,1,34,3.5,2
530,1,157,4.0,1
531,1,58,3.5,1
532,1,42,4.0,1
533,1,98,2.0,0
534,1,134,2.5,3
535,1,59,3.5,2
536,1,158,4.5,1
537,1,86,2.0,1
538,1,75,3.5,1
539,1,44,4.0,1
540,1,37,2.5,1
541,1,12,4.5,2
542,1,37,4.5,2
543,1,12,4.5,2
544,1,6,3.5,0
545,1,65,3.0,1
546,1,159,5.0,2
547,1,6,4.0,2
548,1,37,4.0,2
549,1,81,4.5,2
550,1,160,3.0,0
551,1,100,3.5,0
552,1,16,2.5,2
553,1,33,4.5,2
25,0,62,4.5,0
554,1,49,2.0,1
555,1,9,3.5,1
165,0,12,3.5,6
556,1,100,4.5,2
273,0,20,2.5,3
273,0,37,2.5,3
557,1,25,5.0,4
165,0,4,3.5,6
56,0,27,3.0,1
558,1,77,3.5,2
559,1,12,1.5,5
560,1,20,2.5,5
561,1,20,3.5,7
562,1,37,3.5,7
187,0,37,3.5,7
563,1,27,4.0,7
564,1,42,1.5,6
267,0,12,4.0,7
565,1,81,4.0,7
267,0,2,2.0,7
566,1,86,3.5,3
181,0,20,2.5,5
567,1,16,2.5,5
267,0,72,2.5,7
568,1,20,3.0,3
569,1,37,2.0,7
570,1,16,3.5,7
412,0,4,3.5,7
341,0,73,3.0,9
341,0,4,3.5,9
571,1,86,1.0,5
572,1,81,2.0,5
0,0,57,1.5,0
573,1,12,2.5,7
574,1,111,3.5,7
575,1,2,2.0,3
576,1,20,1.5,3
577,1,20,1.5,9
578,1,33,4.5,4
579,1,94,3.5,4
56,0,161,4.0,1
580,1,136,3.0,2
581,1,20,3.0,2
56,0,22,4.0,1
41,0,37,3.0,4
148,0,64,4.0,4
582,1,17,3.0,7
583,1,55,3.5,1
584,1,162,4.0,9
585,1,49,3.0,3
586,1,6,3.0,0
587,1,39,4.5,3
588,1,54,3.5,1
589,1,44,3.5,7
148,0,20,3.0,4
590,1,24,4.0,7
591,1,25,5.0,3
592,1,143,4.5,3
593,1,6,4.0,0
341,0,6,3.0,9
594,1,22,3.5,2
595,1,55,4.5,2
596,1,15,3.0,6
8,0,3,5.0,4
597,1,59,2.5,7
76,0,2,3.5,4
179,0,14,4.0,4
598,1,109,4.0,6
153,0,9,4.0,6
599,1,91,4.0,0
412,0,58,4.0,7
412,0,11,3.0,7
104,0,29,4.0,6
600,1,163,4.5,3
601,1,131,3.5,4
187,0,27,3.5,7
602,1,2,4.0,7
603,1,136,2.0,5
604,1,20,2.0,5
187,0,10,3.5,7
605,1,55,3.0,5
187,0,49,3.0,7
187,0,16,2.0,7
606,1,12,3.0,5
607,1,20,2.0,5
187,0,4,4.0,7
270,0,20,2.0,5
608,1,47,3.0,0
609,1,150,4.0,2
501,0,109,3.5,6
610,1,12,4.0,6
175,0,141,4.0,4
175,0,75,3.5,4
347,0,22,3.5,7
611,1,155,3.0,5
153,0,32,4.5,6
182,0,9,3.0,3
148,0,159,2.5,4
612,1,38,3.5,4
613,1,159,3.0,3
614,1,37,3.5,7
152,0,9,3.0,9
152,0,90,3.5,9
110,0,24,2.0,8
615,1,9,3.5,6
616,1,9,4.0,6
617,1,70,4.0,6
618,1,19,2.5,6
76,0,9,3.5,4
187,0,6,3.5,7
619,1,52,3.0,6
620,1,164,4.0,7
621,1,42,4.5,7
622,1,6,3.5,9
341,0,59,2.5,9
623,1,18,3.5,7
624,1,22,4.5,7
625,1,100,4.5,7
626,1,22,3.0,7
341,0,30,3.5,9
627,1,46,4.5,6
628,1,25,2.0,9
380,0,20,2.5,9
629,1,86,2.5,8
521,0,39,3.5,8
630,1,165,3.5,9
631,1,22,4.0,7
8,0,11,3.5,4
632,1,37,4.0,4
477,0,135,4.0,6
41,0,57,5.0,4
76,0,12,3.5,4
633,1,86,3.5,3
634,1,109,3.0,3
635,1,16,3.0,8
7,0,72,2.5,3
636,0,44,3.5,7
636,0,6,4.0,7
637,1,9,3.0,9
270,0,2,2.5,5
270,0,72,1.5,5
41,0,4,3.5,4
41,0,57,4.0,4
41,0,4,3.0,4
638,1,108,2.5,0
639,1,50,2.0,0
640,1,99,3.5,1
50,0,166,3.0,1
641,1,6,2.5,0
642,1,167,4.0,0
643,1,38,2.0,2
644,1,6,3.0,0
645,1,20,2.0,5
646,1,49,4.5,5
647,0,68,5.0,5
647,0,22,4.0,5
648,1,6,3.0,5
649,1,95,2.0,5
650,1,20,1.0,5
651,1,20,2.0,0
652,1,140,1.5,5
653,1,2,1.0,0
654,1,25,3.5,5
655,1,6,2.5,5
656,1,22,2.0,5
657,1,44,4.0,2
658,1,25,3.0,5
659,1,57,2.0,2
660,1,6,4.0,2
661,1,94,2.0,0
662,1,20,2.5,1
663,1,14,2.0,1
56,0,168,3.0,1
664,1,20,2.0,5
665,1,20,3.5,5
148,0,9,4.0,4
666,1,14,3.0,5
667,1,20,2.0,5
668,1,52,3.5,1
56,0,93,4.0,1
669,1,169,3.0,6
670,1,20,2.0,5
181,0,16,2.0,5
671,1,9,2.0,2
672,1,7,4.0,1
673,1,19,2.5,1
674,1,29,4.0,1
675,1,9,4.0,1
676,1,14,3.5,1
371,0,9,2.5,9
371,0,22,4.0,9
216,0,33,5.0,8
677,1,91,4.5,3
678,1,91,4.5,3
216,0,146,4.0,8
679,1,20,2.5,9
680,0,86,3.0,8
681,1,99,2.5,9
521,0,27,2.0,8
682,1,2,2.0,8
683,1,98,3.5,8
110,0,170,3.5,8
461,0,6,2.5,8
684,1,110,3.0,3
685,1,25,4.0,9
686,1,44,3.0,8
687,1,109,3.0,8
688,1,15,3.5,8
689,0,14,2.5,8
216,0,44,3.0,8
50,0,9,3.0,1
690,1,159,3.5,1
691,1,171,3.0,1
41,0,11,2.5,4
692,1,58,3.5,7
693,1,45,2.5,4
694,1,38,5.0,0
695,1,38,1.0,3
696,1,68,4.0,1
697,0,16,2.0,0
698,1,154,4.0,0
699,1,172,4.5,2
29,0,142,2.0,2
179,0,120,4.5,4
700,1,6,4.0,3
701,1,12,2.0,0
165,0,20,2.0,6
702,1,86,3.5,6
703,1,86,3.0,6
501,0,16,2.5,6
501,0,20,1.5,6
704,1,52,4.0,2
705,1,22,2.5,6
706,1,108,3.0,0
707,1,99,2.5,1
708,0,145,4.0,6
709,1,6,3.0,2
165,0,47,2.5,6
8,0,33,4.0,4
710,1,44,3.5,1
711,1,9,3.5,4
8,0,14,2.5,4
712,1,6,3.0,4
8,0,127,3.5,4
713,1,6,4.0,4
714,1,70,3.0,7
715,1,111,2.0,1
187,0,19,2.5,7
341,0,49,2.5,9
341,0,14,3.0,9
341,0,173,2.5,9
716,1,16,3.0,4
717,1,81,4.0,9
718,1,2,2.0,9
341,0,16,1.5,9
719,1,65,3.5,9
720,1,98,4.5,4
341,0,20,2.0,9
721,1,20,2.0,5
722,1,20,1.5,5
110,0,97,2.5,8
723,1,12,3.5,8
724,1,100,4.5,5
209,0,12,3.0,5
725,1,38,3.5,8
726,1,14,1.0,5
727,1,2,2.0,8
180,0,37,3.5,8
728,1,59,2.5,2
729,1,2,1.0,5
730,1,105,3.0,5
731,1,14,2.0,2
732,1,12,3.5,5
733,1,22,3.5,5
734,1,20,1.0,5
735,1,54,3.5,6
736,1,25,2.5,9
737,1,174,4.5,2
738,1,14,3.5,1
739,1,12,2.0,5
740,1,12,3.0,5
741,1,15,3.0,5
273,0,4,2.0,3
8,0,6,3.5,4
110,0,126,2.5,8
742,1,101,3.5,1
743,1,39,3.0,8
744,1,175,4.0,1
165,0,44,4.0,6
745,1,159,3.5,3
56,0,44,2.0,1
501,0,25,3.0,6
501,0,98,2.0,6
746,1,50,2.0,2
747,1,50,3.5,2
165,0,9,2.5,6
748,1,14,3.5,2
749,1,94,2.0,8
41,0,71,4.0,4
750,1,176,2.0,2
751,1,108,3.5,3
752,1,59,3.0,8
753,1,177,1.0,4
50,0,33,4.0,1
754,1,31,3.0,6
755,1,85,3.0,0
26,0,14,3.0,0
76,0,33,3.0,4
76,0,6,4.5,4
756,0,55,4.0,6
757,1,90,2.5,6
758,1,9,3.0,4
759,1,71,3.0,4
760,1,20,2.0,6
761,1,12,4.0,6
762,1,9,4.5,6
763,1,2,2.5,6
764,1,55,3.0,1
765,1,31,4.0,4
766,1,44,4.5,1
767,1,9,2.5,2
412,0,11,4.0,7
768,1,74,4.0,2
769,1,54,3.5,0
154,0,54,4.0,0
770,1,178,3.5,8
771,1,113,3.5,8
689,0,19,4.5,8
772,1,37,3.5,8
773,1,116,3.5,8
774,1,75,4.0,8
775,1,179,4.0,8
776,1,20,2.5,7
777,0,37,3.0,7
778,1,27,2.5,8
779,1,12,3.0,7
780,1,20,3.0,9
781,1,33,3.5,9
341,0,109,3.5,9
782,1,97,3.0,9
380,0,4,4.0,9
341,0,83,3.0,9
783,1,180,4.0,2
784,1,54,4.0,2
785,1,9,4.0,2
786,1,62,4.0,1
501,0,97,3.0,6
165,0,20,3.5,6
787,1,9,2.0,6
501,0,18,2.5,6
788,1,181,5.0,1
789,1,27,4.0,1
790,1,75,3.5,1
791,1,182,3.0,1
792,1,62,3.5,0
165,0,12,2.0,6
477,0,25,2.5,4
793,1,25,4.0,4
50,0,6,3.0,1
50,0,6,2.5,1
794,1,53,3.5,1
795,1,20,2.0,4
796,1,183,3.5,0
797,1,120,4.0,4
798,1,71,3.0,3
371,0,51,3.5,9
799,1,142,4.5,0
800,1,6,3.5,3
801,1,85,2.5,4
802,1,108,2.5,6
803,1,38,3.0,0
804,1,6,3.0,2
805,1,119,3.5,0
41,0,3,5.0,4
165,0,27,3.5,6
0,0,97,3.5,0
