,Location_id,Item_id,POI_Type,L2_Category_name,POI
942,413,278,1,7,Independent
952,417,279,1,37,Independent
953,418,280,1,129,Independent
954,419,281,1,130,Independent
960,422,282,1,6,Independent
961,423,283,1,86,Independent
963,424,284,1,60,Independent
971,427,285,1,131,Independent
976,429,286,1,9,Independent
979,431,287,1,91,Independent
983,433,288,1,12,Independent
990,436,289,1,63,Independent
994,437,290,1,20,Independent
995,438,291,1,38,Independent
999,440,292,1,105,Independent
1001,441,293,1,50,Independent
1003,442,294,1,98,Independent
1021,444,296,1,75,Independent
1022,445,297,1,93,Independent
1024,447,298,1,25,Independent
1025,448,299,1,57,Independent
1038,449,300,1,94,Independent
1039,450,301,1,58,Independent
1040,451,302,1,55,Independent
1042,452,303,1,108,Independent
1057,455,304,1,11,Independent
1061,457,305,1,37,Independent
1065,458,306,1,94,Independent
1069,459,307,1,132,Independent
1078,460,308,1,9,Independent
1082,461,309,1,20,Independent
1083,462,310,1,93,Independent
1085,463,311,1,14,Independent
1088,464,312,1,27,Independent
1090,465,313,1,22,Independent
1094,466,314,1,100,Independent
1098,467,315,1,27,Independent
1100,468,316,1,133,Independent
1102,470,317,1,27,Independent
1110,472,318,1,7,Independent
1114,473,319,1,59,Independent
1115,474,320,1,37,Independent
1118,475,321,1,134,Independent
1119,476,322,1,49,Independent
1123,477,323,1,124,Independent
1124,478,324,1,135,Independent
1125,479,325,1,38,Independent
1137,481,326,1,136,Independent
1138,482,327,1,137,Independent
1145,483,328,1,38,Independent
1159,485,329,1,37,Independent
1163,488,330,1,6,Independent
1167,489,331,1,37,Independent
1170,490,332,1,20,Independent
1174,491,333,1,12,Independent
1181,494,334,1,95,Independent
1189,495,335,1,20,Independent
1193,496,336,1,105,Independent
1194,497,337,1,20,Independent
1202,498,338,1,138,Independent
1218,500,339,1,9,Independent
1236,505,340,1,54,Independent
1240,507,342,1,37,Independent
1241,508,343,1,38,Independent
1242,509,344,1,37,Independent
1254,513,345,1,37,Independent
1256,514,346,1,25,Independent
1264,516,348,1,44,Independent
1273,521,349,1,41,Independent
1276,522,350,1,42,Independent
1280,524,351,1,15,Independent
1290,527,352,1,26,Independent
1294,530,354,1,16,Independent
1295,531,355,1,6,Independent
1303,532,356,1,2,Independent
1310,534,357,1,14,Independent
1313,536,358,1,12,Independent
1319,538,359,1,6,Independent
1323,540,360,1,15,Independent
1329,541,361,1,108,Independent
1334,542,362,1,4,Independent
1344,543,363,1,42,Independent
1378,545,364,1,6,Independent
1387,546,365,1,57,Independent
1399,548,366,1,12,Independent
1402,549,367,1,89,Independent
1403,550,368,1,98,Independent
1405,552,370,1,54,Independent
1419,557,372,1,108,Independent
1420,558,373,1,22,Independent
1421,559,374,1,16,Independent
1422,560,375,1,2,Independent
1423,561,376,1,139,Independent
1426,562,377,1,70,Independent
1432,564,378,1,58,Independent
1439,569,381,1,74,Independent
1440,570,382,1,74,Independent
1442,571,383,1,140,Independent
1443,572,384,1,20,Independent
1446,573,385,1,141,Independent
1450,575,386,1,14,Independent
1451,576,387,1,142,Independent
1454,577,388,1,6,Independent
1458,579,389,1,20,Independent
1464,581,390,1,20,Independent
1469,582,391,1,37,Independent
1470,583,392,1,20,Independent
1472,584,393,1,15,Independent
1480,585,394,1,22,Independent
1482,586,395,1,55,Independent
1484,587,396,1,90,Independent
1485,588,397,1,136,Independent
1492,589,398,1,49,Independent
1499,591,399,1,6,Independent
1500,592,400,1,144,Independent
1502,593,401,1,15,Independent
1507,594,402,1,20,Independent
1518,599,403,1,132,Independent
1524,601,404,1,142,Independent
1527,602,405,1,90,Independent
1530,604,406,1,6,Independent
1532,606,407,1,6,Independent
1536,607,408,1,20,Independent
1539,609,409,1,70,Independent
1550,611,410,1,94,Independent
1553,612,411,1,95,Independent
1566,617,413,1,37,Independent
1569,618,414,1,143,Independent
1578,620,415,1,94,Independent
1587,621,416,1,22,Independent
1594,622,417,1,9,Independent
1601,626,418,1,146,Independent
1602,627,419,1,6,Independent
1604,628,420,1,86,Independent
1605,629,421,1,12,Independent
1609,632,422,1,12,Independent
1610,633,423,1,37,Independent
1613,635,424,1,20,Independent
1616,636,425,1,12,Independent
1618,637,426,1,74,Independent
1626,638,427,1,84,Independent
1628,639,428,1,37,Independent
1629,640,429,1,90,Independent
1633,641,430,1,6,Independent
1635,642,431,1,89,Independent
1639,644,432,1,6,Independent
1643,645,433,1,9,Independent
1658,646,434,1,119,Independent
1666,648,435,1,16,Independent
1667,649,436,1,44,Independent
1674,650,437,1,37,Independent
1676,651,438,1,65,Independent
1679,653,439,1,21,Independent
1681,654,440,1,6,Independent
1682,655,441,1,44,Independent
1695,658,442,1,22,Independent
1707,659,443,1,6,Independent
1708,660,444,1,70,Independent
1715,662,445,1,27,Independent
1722,663,446,1,42,Independent
1723,664,447,1,12,Independent
1724,665,448,1,86,Independent
1726,666,449,1,20,Independent
1727,667,450,1,16,Independent
1728,668,451,1,20,Independent
1731,670,452,1,4,Independent
1732,671,453,1,15,Independent
1734,672,454,1,25,Independent
1743,673,455,1,20,Independent
1746,674,456,1,57,Independent
1752,675,457,1,25,Independent
1755,676,458,1,27,Independent
1778,679,459,1,12,Independent
1802,681,460,1,59,Independent
1817,684,462,1,12,Independent
1825,685,463,1,4,Independent
1848,688,464,1,4,Independent
1866,691,465,1,52,Independent
1881,692,466,1,50,Independent
1927,694,467,1,7,Independent
1930,696,468,1,12,Independent
1931,697,469,1,16,Independent
1932,698,470,1,85,Independent
1934,699,471,1,71,Independent
1936,700,472,1,22,Independent
1943,703,473,1,48,Independent
1944,704,474,1,20,Independent
1945,705,475,1,95,Independent
1946,706,476,1,57,Independent
1950,708,478,1,20,Independent
1954,709,479,1,20,Independent
1960,710,480,1,98,Independent
1961,711,481,1,27,Independent
1963,712,482,1,48,Independent
1965,713,483,1,25,Independent
1966,714,484,1,27,Independent
1970,715,485,1,98,Independent
1972,716,486,1,16,Independent
1975,718,487,1,20,Independent
1977,719,488,1,103,Independent
1982,720,489,1,6,Independent
1986,721,490,1,142,Independent
1997,724,491,1,38,Independent
2001,727,492,1,9,Independent
2003,728,493,1,31,Independent
2004,729,494,1,44,Independent
2014,731,495,1,57,Independent
2015,732,496,1,20,Independent
2018,734,498,1,2,Independent
2029,738,499,1,104,Independent
2033,740,500,1,57,Independent
2036,742,502,1,20,Independent
2045,744,503,1,16,Independent
2046,745,504,1,2,Independent
2056,747,505,1,16,Independent
2067,750,506,1,20,Independent
2073,751,507,1,56,Independent
2076,752,508,1,20,Independent
2079,753,509,1,110,Independent
2085,754,510,1,37,Independent
2087,755,511,1,53,Independent
2090,756,512,1,31,Independent
2091,757,513,1,31,Independent
2092,758,514,1,20,Independent
2093,759,515,1,153,Independent
2094,760,516,1,20,Independent
2095,761,517,1,37,Independent
2096,762,518,1,154,Independent
2107,765,519,1,105,Independent
2110,766,520,1,155,Independent
2113,768,522,1,155,Independent
2114,769,523,1,105,Independent
2117,771,524,1,105,Independent
2118,772,525,1,22,Independent
2119,773,526,1,22,Independent
2125,775,527,1,42,Independent
2126,776,528,1,156,Independent
2129,777,529,1,34,Independent
2131,778,530,1,157,Independent
2134,779,531,1,58,Independent
2135,780,532,1,42,Independent
2136,781,533,1,98,Independent
2140,782,534,1,134,Independent
2142,783,535,1,59,Independent
2143,784,536,1,158,Independent
2144,785,537,1,86,Independent
2150,786,538,1,75,Independent
2162,787,539,1,44,Independent
2172,788,540,1,37,Independent
2177,789,541,1,12,Independent
2183,790,542,1,37,Independent
2186,791,543,1,12,Independent
2190,792,544,1,6,Independent
2193,793,545,1,65,Independent
2194,794,546,1,159,Independent
2196,795,547,1,6,Independent
2199,796,548,1,37,Independent
2203,797,549,1,81,Independent
2207,798,550,1,160,Independent
2208,799,551,1,100,Independent
2210,800,552,1,16,Independent
2215,801,553,1,33,Independent
2221,803,554,1,49,Independent
2222,804,555,1,9,Independent
2225,806,556,1,100,Independent
2236,809,557,1,25,Independent
2244,812,558,1,77,Independent
2246,813,559,1,12,Independent
2247,814,560,1,20,Independent
2255,815,561,1,20,Independent
2258,816,562,1,37,Independent
2264,818,563,1,27,Independent
2271,819,564,1,42,Independent
2275,821,565,1,81,Independent
2279,823,566,1,86,Independent
2285,825,567,1,16,Independent
2296,827,568,1,20,Independent
2302,828,569,1,37,Independent
2303,829,570,1,16,Independent
2313,833,571,1,86,Independent
2315,834,572,1,81,Independent
2325,836,573,1,12,Independent
2326,837,574,1,111,Independent
2327,838,575,1,2,Independent
2328,839,576,1,20,Independent
2335,840,577,1,20,Independent
2336,841,578,1,33,Independent
2337,842,579,1,94,Independent
2347,844,580,1,136,Independent
2359,845,581,1,20,Independent
2375,849,582,1,17,Independent
2376,850,583,1,55,Independent
2384,851,584,1,162,Independent
2399,852,585,1,49,Independent
2421,853,586,1,6,Independent
2423,854,587,1,39,Independent
2429,855,588,1,54,Independent
2439,856,589,1,44,Independent
2519,859,590,1,24,Independent
2522,860,591,1,25,Independent
2523,861,592,1,143,Independent
2525,862,593,1,6,Independent
2528,864,594,1,22,Independent
2531,865,595,1,55,Independent
2534,866,596,1,15,Independent
2540,868,597,1,59,Independent
2546,871,598,1,109,Independent
2569,873,599,1,91,Independent
2580,877,600,1,163,Independent
2581,878,601,1,131,Independent
2593,880,602,1,2,Independent
2601,881,603,1,136,Independent
2602,882,604,1,20,Independent
2613,884,605,1,55,Independent
2637,887,606,1,12,Independent
2639,888,607,1,20,Independent
2649,891,608,1,47,Independent
2655,892,609,1,150,Independent
2657,894,610,1,12,Independent
2663,898,611,1,155,Independent
2681,902,612,1,38,Independent
2684,903,613,1,159,Independent
2685,904,614,1,37,Independent
2726,909,615,1,9,Independent
2731,910,616,1,9,Independent
2733,911,617,1,70,Independent
2742,912,618,1,19,Independent
2748,915,619,1,52,Independent
2752,916,620,1,164,Independent
2753,917,621,1,42,Independent
2757,919,622,1,6,Independent
2763,921,623,1,18,Independent
2764,922,624,1,22,Independent
2766,923,625,1,100,Independent
2775,924,626,1,22,Independent
2777,926,627,1,46,Independent
2779,927,628,1,25,Independent
2785,929,629,1,86,Independent
2794,931,630,1,165,Independent
2795,932,631,1,22,Independent
2800,934,632,1,37,Independent
2812,938,633,1,86,Independent
2813,939,634,1,109,Independent
2819,940,635,1,16,Independent
2832,944,637,1,9,Independent
2849,950,638,1,108,Independent
2850,951,639,1,50,Independent
2851,952,640,1,99,Independent
2855,954,641,1,6,Independent
2856,955,642,1,167,Independent
2862,956,643,1,38,Independent
2864,957,644,1,6,Independent
2883,959,645,1,20,Independent
2884,960,646,1,49,Independent
2887,963,648,1,6,Independent
2888,964,649,1,95,Independent
2890,965,650,1,20,Independent
2891,966,651,1,20,Independent
2892,967,652,1,140,Independent
2893,968,653,1,2,Independent
2895,969,654,1,25,Independent
2897,970,655,1,6,Independent
2900,971,656,1,22,Independent
2902,972,657,1,44,Independent
2903,973,658,1,25,Independent
2907,974,659,1,57,Independent
2909,975,660,1,6,Independent
2911,976,661,1,94,Independent
2919,977,662,1,20,Independent
2920,978,663,1,14,Independent
2923,980,664,1,20,Independent
2924,981,665,1,20,Independent
2935,983,666,1,14,Independent
2941,984,667,1,20,Independent
2944,985,668,1,52,Independent
2946,987,669,1,169,Independent
2949,988,670,1,20,Independent
2966,990,671,1,9,Independent
2969,991,672,1,7,Independent
2970,992,673,1,19,Independent
2974,994,674,1,29,Independent
2979,995,675,1,9,Independent
2980,996,676,1,14,Independent
2999,1001,677,1,91,Independent
3000,1002,678,1,91,Independent
3008,1004,679,1,20,Independent
3013,1006,681,1,99,Independent
3019,1008,682,1,2,Independent
3020,1009,683,1,98,Independent
3033,1013,684,1,110,Independent
3036,1014,685,1,25,Independent
3041,1015,686,1,44,Independent
3043,1016,687,1,109,Independent
3044,1017,688,1,15,Independent
3079,1021,690,1,159,Independent
3082,1022,691,1,171,Independent
3085,1024,692,1,58,Independent
3087,1025,693,1,45,Independent
3102,1026,694,1,38,Independent
3107,1027,695,1,38,Independent
3109,1028,696,1,68,Independent
3113,1030,698,1,154,Independent
3116,1031,699,1,172,Independent
3133,1034,700,1,6,Independent
3135,1035,701,1,12,Independent
3139,1037,702,1,86,Independent
3141,1038,703,1,86,Independent
3150,1041,704,1,52,Independent
3156,1043,705,1,22,Independent
3163,1044,706,1,108,Independent
3166,1045,707,1,99,Independent
3170,1047,709,1,6,Independent
3206,1050,710,1,44,Independent
3220,1051,711,1,9,Independent
3232,1053,712,1,6,Independent
3279,1056,713,1,6,Independent
3284,1057,714,1,70,Independent
3285,1058,715,1,111,Independent
3304,1063,716,1,16,Independent
3307,1064,717,1,81,Independent
3313,1066,718,1,2,Independent
3326,1068,719,1,65,Independent
3328,1069,720,1,98,Independent
3343,1071,721,1,20,Independent
3349,1072,722,1,20,Independent
3354,1074,723,1,12,Independent
3355,1075,724,1,100,Independent
3359,1077,725,1,38,Independent
3361,1078,726,1,14,Independent
3365,1079,727,1,2,Independent
3375,1081,728,1,59,Independent
3377,1082,729,1,2,Independent
3386,1083,730,1,105,Independent
3391,1084,731,1,14,Independent
3397,1085,732,1,12,Independent
3412,1086,733,1,22,Independent
3416,1087,734,1,20,Independent
3417,1088,735,1,54,Independent
3421,1089,736,1,25,Independent
3423,1090,737,1,174,Independent
3425,1091,738,1,14,Independent
3436,1092,739,1,12,Independent
3437,1093,740,1,12,Independent
3439,1094,741,1,15,Independent
3460,1098,742,1,101,Independent
3462,1099,743,1,39,Independent
3463,1100,744,1,175,Independent
3469,1102,745,1,159,Independent
3475,1106,746,1,50,Independent
3476,1107,747,1,50,Independent
3500,1110,748,1,14,Independent
3502,1111,749,1,94,Independent
3509,1113,750,1,176,Independent
3511,1114,751,1,108,Independent
3512,1115,752,1,59,Independent
3517,1116,753,1,177,Independent
3521,1118,754,1,31,Independent
3523,1119,755,1,85,Independent
3562,1124,757,1,90,Independent
3564,1125,758,1,9,Independent
3566,1126,759,1,71,Independent
3567,1127,760,1,20,Independent
3568,1128,761,1,12,Independent
3569,1129,762,1,9,Independent
3571,1130,763,1,2,Independent
3576,1132,764,1,55,Independent
3582,1133,765,1,31,Independent
3586,1134,766,1,44,Independent
3588,1135,767,1,9,Independent
3620,1137,768,1,74,Independent
3621,1138,769,1,54,Independent
3630,1140,770,1,178,Independent
3631,1141,771,1,113,Independent
3634,1143,772,1,37,Independent
3638,1144,773,1,116,Independent
3641,1145,774,1,75,Independent
3643,1146,775,1,179,Independent
3645,1147,776,1,20,Independent
3648,1149,778,1,27,Independent
3662,1150,779,1,12,Independent
3680,1151,780,1,20,Independent
3681,1152,781,1,33,Independent
3684,1154,782,1,97,Independent
3693,1157,783,1,180,Independent
3696,1158,784,1,54,Independent
3700,1159,785,1,9,Independent
3703,1160,786,1,62,Independent
3710,1163,787,1,9,Independent
3717,1165,788,1,181,Independent
3719,1166,789,1,27,Independent
3720,1167,790,1,75,Independent
3721,1168,791,1,182,Independent
3724,1169,792,1,62,Independent
3732,1172,793,1,25,Independent
3766,1175,794,1,53,Independent
3777,1176,795,1,20,Independent
3800,1177,796,1,183,Independent
3801,1178,797,1,120,Independent
3808,1179,798,1,71,Independent
3821,1181,799,1,142,Independent
3825,1182,800,1,6,Independent
3829,1183,801,1,85,Independent
3837,1184,802,1,108,Independent
3840,1185,803,1,38,Independent
3849,1186,804,1,6,Independent
3852,1187,805,1,119,Independent
3873,1191,806,1,71,Independent
3874,1192,807,1,3,Independent
3875,1193,808,1,27,Independent
3878,1194,809,1,25,Independent
3885,1195,810,1,171,Independent
3895,1198,811,1,5,Independent
3897,1199,812,1,136,Independent
3908,1201,813,1,9,Independent
3923,1203,814,1,68,Independent
3926,1204,815,1,71,Independent
3937,1206,816,1,6,Independent
3941,1207,817,1,55,Independent
3942,1208,818,1,27,Independent
3943,1209,819,1,48,Independent
3956,1210,820,1,168,Independent
3957,1211,821,1,108,Independent
3958,1212,822,1,184,Independent
3960,1213,823,1,20,Independent
3961,1214,824,1,185,Independent
3976,1215,825,1,186,Independent
3982,1216,826,1,134,Independent
3992,1217,827,1,187,Independent
3994,1218,828,1,15,Independent
3995,1219,829,1,100,Independent
3998,1220,830,1,109,Independent
4000,1221,831,1,186,Independent
4002,1222,832,1,186,Independent
4016,1224,833,1,186,Independent
4019,1225,834,1,86,Independent
4020,1226,835,1,37,Independent
4033,1228,836,1,165,Independent
4048,1235,837,1,22,Independent
4088,1241,838,1,188,Independent
4100,1242,839,1,22,Independent
4107,1243,840,1,171,Independent
4114,1245,841,1,59,Independent
4118,1246,842,1,6,Independent
4120,1247,843,1,53,Independent
4125,1249,844,1,2,Independent
4127,1250,845,1,9,Independent
4128,1251,846,1,100,Independent
4131,1252,847,1,123,Independent
4132,1253,848,1,131,Independent
4134,1254,849,1,22,Independent
4135,1255,850,1,108,Independent
4136,1256,851,1,25,Independent
4137,1257,852,1,16,Independent
4138,1258,853,1,45,Independent
4139,1259,854,1,45,Independent
4140,1260,855,1,13,Independent
4141,1261,856,1,72,Independent
4142,1262,857,1,86,Independent
4149,1264,858,1,6,Independent
4150,1265,859,1,17,Independent
4154,1266,860,1,86,Independent
4155,1267,861,1,98,Independent
4160,1270,862,1,9,Independent
4161,1271,863,1,6,Independent
4162,1272,864,1,27,Independent
4163,1273,865,1,53,Independent
4165,1275,866,1,109,Independent
4173,1277,867,1,189,Independent
4176,1278,868,1,64,Independent
4184,1279,869,1,44,Independent
4191,1280,870,1,149,Independent
4198,1281,871,1,190,Independent
4201,1282,872,1,22,Independent
4209,1284,873,1,22,Independent
4212,1285,874,1,25,Independent
4213,1286,875,1,4,Independent
4219,1289,876,1,27,Independent
4220,1290,877,1,86,Independent
4221,1291,878,1,2,Independent
4222,1292,879,1,24,Independent
4223,1293,880,1,14,Independent
4230,1296,881,1,49,Independent
4231,1297,882,1,103,Independent
4232,1298,883,1,70,Independent
4234,1299,884,1,110,Independent
4235,1300,885,1,191,Independent
4237,1301,886,1,90,Independent
4254,1307,887,1,20,Independent
4255,1308,888,1,193,Independent
4259,1310,889,1,14,Independent
4265,1314,890,1,49,Independent
4274,1316,891,1,16,Independent
4285,1318,892,1,50,Independent
4292,1319,893,1,25,Independent
4293,1320,894,1,129,Independent
4301,1321,895,1,105,Independent
4308,1322,896,1,44,Independent
4316,1324,897,1,2,Independent
4322,1326,898,1,20,Independent
4323,1327,899,1,17,Independent
4335,1330,900,1,6,Independent
4337,1331,901,1,2,Independent
4342,1332,902,1,20,Independent
4350,1333,903,1,22,Independent
4368,1334,904,1,165,Independent
4372,1335,905,1,55,Independent
4373,1336,906,1,180,Independent
4378,1337,907,1,25,Independent
4385,1338,908,1,20,Independent
4386,1339,909,1,25,Independent
4390,1341,910,1,105,Independent
4406,1343,911,1,25,Independent
4408,1344,912,1,17,Independent
4416,1346,913,1,2,Independent
4425,1348,914,1,194,Independent
4430,1350,915,1,33,Independent
4431,1351,916,1,36,Independent
4433,1352,917,1,182,Independent
4438,1353,918,1,25,Independent
4444,1355,919,1,14,Independent
4448,1356,920,1,22,Independent
4456,1357,921,1,165,Independent
4481,1358,922,1,132,Independent
4482,1359,923,1,132,Independent
4487,1360,924,1,22,Independent
4498,1361,925,1,55,Independent
4516,1362,926,1,15,Independent
4523,1363,927,1,27,Independent
4532,1365,928,1,22,Independent
4550,1366,929,1,42,Independent
4555,1367,930,1,44,Independent
4561,1368,931,1,31,Independent
4562,1369,932,1,31,Independent
4578,1372,933,1,108,Independent
4585,1374,934,1,55,Independent
4587,1375,935,1,66,Independent
4588,1376,936,1,66,Independent
4589,1377,937,1,54,Independent
4596,1378,938,1,195,Independent
4597,1379,939,1,146,Independent
4615,1382,940,1,20,Independent
4618,1384,941,1,159,Independent
4619,1385,942,1,2,Independent
4621,1386,943,1,14,Independent
4622,1387,944,1,12,Independent
4626,1389,945,1,108,Independent
4638,1390,946,1,114,Independent
4639,1391,947,1,24,Independent
4640,1392,948,1,114,Independent
4641,1393,949,1,169,Independent
4643,1394,950,1,31,Independent
4646,1395,951,1,85,Independent
4656,1397,952,1,44,Independent
4657,1398,953,1,2,Independent
4658,1399,954,1,20,Independent
4659,1400,955,1,16,Independent
4661,1401,956,1,6,Independent
4664,1402,957,1,6,Independent
4667,1403,958,1,196,Independent
4671,1405,959,1,42,Independent
4672,1406,960,1,44,Independent
4673,1407,961,1,44,Independent
4674,1408,962,1,20,Independent
4675,1409,963,1,14,Independent
4685,1413,964,1,42,Independent
4701,1416,965,1,32,Independent
4708,1417,966,1,72,Independent
4710,1418,967,1,25,Independent
4719,1422,968,1,104,Independent
4720,1423,969,1,9,Independent
4727,1424,970,1,139,Independent
4738,1425,971,1,38,Independent
4745,1426,972,1,105,Independent
4750,1428,973,1,55,Independent
4757,1429,974,1,96,Independent
4761,1431,975,1,9,Independent
4783,1433,976,1,91,Independent
4800,1435,977,1,54,Independent
4801,1436,978,1,191,Independent
4807,1437,979,1,6,Independent
4815,1438,980,1,22,Independent
4820,1439,981,1,97,Independent
4821,1440,982,1,124,Independent
4824,1441,983,1,98,Independent
4828,1442,984,1,25,Independent
4840,1445,985,1,6,Independent
4852,1446,986,1,16,Independent
4854,1447,987,1,86,Independent
