,Location_id,Item_id,POI_Type,L2_Category_name,POI
4946,2119,32,1,231,Combined
4947,2119,32,1,118,Combined
4957,2119,32,1,205,Combined
4972,2119,32,1,49,Combined
5062,2119,32,1,138,Combined
5141,2119,32,1,140,Combined
5149,2119,32,1,33,Combined
5328,2119,32,1,241,Combined
5639,2120,33,1,49,Combined
5640,2120,33,1,163,Combined
5641,2120,33,1,119,Combined
5644,2120,33,1,33,Combined
5645,2120,33,1,120,Combined
5646,2120,33,1,241,Combined
5647,2120,33,1,55,Combined
5649,2120,33,1,246,Combined
5651,2120,33,1,36,Combined
5656,2120,33,1,210,Combined
5658,2120,33,1,118,Combined
5661,2120,33,1,42,Combined
5662,2120,33,1,78,Combined
5666,2120,33,1,160,Combined
5670,2120,33,1,138,Combined
5674,2120,33,1,219,Combined
5687,2120,33,1,130,Combined
5692,2120,33,1,80,Combined
5693,2120,33,1,237,Combined
5696,2120,33,1,231,Combined
5705,2120,33,1,85,Combined
5714,2120,33,1,157,Combined
5752,2120,33,1,5,Combined
5798,2120,33,1,227,Combined
5809,2120,33,1,151,Combined
6413,2121,40,1,114,Combined
6414,2121,40,1,191,Combined
6416,2121,40,1,55,Combined
6419,2121,40,1,108,Combined
6423,2121,40,1,142,Combined
6424,2121,40,1,138,Combined
6428,2121,40,1,93,Combined
6430,2121,40,1,98,Combined
6457,2121,40,1,237,Combined
6531,2121,40,1,231,Combined
6740,2121,40,1,42,Combined
7140,2122,44,1,87,Combined
7141,2122,44,1,50,Combined
7142,2122,44,1,71,Combined
7219,2122,44,1,42,Combined
7893,2123,51,1,208,Combined
7894,2123,51,1,231,Combined
7895,2123,51,1,40,Combined
7897,2123,51,1,78,Combined
7898,2123,51,1,53,Combined
7900,2123,51,1,33,Combined
7901,2123,51,1,138,Combined
7903,2123,51,1,232,Combined
7904,2123,51,1,246,Combined
7907,2123,51,1,49,Combined
7908,2123,51,1,168,Combined
7909,2123,51,1,184,Combined
7913,2123,51,1,100,Combined
7916,2123,51,1,42,Combined
7917,2123,51,1,107,Combined
7919,2123,51,1,55,Combined
7920,2123,51,1,257,Combined
7925,2123,51,1,237,Combined
7929,2123,51,1,147,Combined
7936,2123,51,1,5,Combined
7941,2123,51,1,219,Combined
7944,2123,51,1,80,Combined
7961,2123,51,1,118,Combined
7978,2123,51,1,112,Combined
7993,2123,51,1,8,Combined
8021,2123,51,1,206,Combined
8022,2123,51,1,159,Combined
8048,2123,51,1,115,Combined
8057,2123,51,1,93,Combined
8058,2123,51,1,130,Combined
8079,2123,51,1,241,Combined
8081,2123,51,1,46,Combined
8120,2123,51,1,160,Combined
8135,2123,51,1,21,Combined
8147,2123,51,1,196,Combined
8148,2123,51,1,210,Combined
8181,2123,51,1,223,Combined
8293,2123,51,1,221,Combined
8359,2123,51,1,35,Combined
8443,2123,51,1,13,Combined
8526,2123,51,1,142,Combined
9112,2124,54,1,49,Combined
9113,2124,54,1,47,Combined
9114,2124,54,1,5,Combined
9118,2124,54,1,42,Combined
9119,2124,54,1,196,Combined
9122,2124,54,1,46,Combined
9126,2124,54,1,81,Combined
9132,2124,54,1,243,Combined
9145,2124,54,1,71,Combined
9160,2124,54,1,89,Combined
9261,2125,56,1,55,Combined
9262,2125,56,1,40,Combined
9263,2125,56,1,196,Combined
9264,2125,56,1,175,Combined
9275,2125,56,1,237,Combined
9286,2125,56,1,130,Combined
9292,2125,56,1,138,Combined
9324,2125,56,1,248,Combined
9330,2125,56,1,107,Combined
9412,2126,57,1,175,Combined
9413,2126,57,1,39,Combined
9414,2126,57,1,22,Combined
9416,2126,57,1,42,Combined
9424,2126,57,1,189,Combined
9425,2126,57,1,55,Combined
9432,2126,57,1,137,Combined
9456,2126,57,1,210,Combined
9513,2127,60,1,72,Combined
9516,2127,60,1,256,Combined
9517,2127,60,1,33,Combined
9518,2127,60,1,78,Combined
9522,2127,60,1,53,Combined
9523,2127,60,1,5,Combined
9524,2127,60,1,100,Combined
9525,2127,60,1,55,Combined
9526,2127,60,1,20,Combined
9529,2127,60,1,40,Combined
9534,2127,60,1,231,Combined
9542,2127,60,1,155,Combined
9543,2127,60,1,42,Combined
9544,2127,60,1,49,Combined
9545,2127,60,1,257,Combined
9548,2127,60,1,32,Combined
9550,2127,60,1,0,Combined
9551,2127,60,1,149,Combined
9555,2127,60,1,138,Combined
9557,2127,60,1,210,Combined
9559,2127,60,1,104,Combined
9563,2127,60,1,241,Combined
9575,2127,60,1,196,Combined
9605,2127,60,1,211,Combined
9614,2127,60,1,39,Combined
9616,2127,60,1,17,Combined
9622,2127,60,1,237,Combined
9623,2127,60,1,36,Combined
9651,2127,60,1,81,Combined
9652,2127,60,1,21,Combined
9654,2127,60,1,12,Combined
9676,2127,60,1,159,Combined
9693,2127,60,1,208,Combined
9736,2127,60,1,87,Combined
9824,2127,60,1,251,Combined
9831,2127,60,1,219,Combined
9901,2127,60,1,130,Combined
10062,2127,60,1,13,Combined
10088,2127,60,1,141,Combined
10438,2128,67,1,22,Combined
10439,2128,67,1,189,Combined
10440,2128,67,1,175,Combined
10442,2128,67,1,195,Combined
10450,2128,67,1,115,Combined
10467,2128,67,1,150,Combined
10529,2128,67,1,138,Combined
10538,2128,67,1,202,Combined
10544,2128,67,1,157,Combined
10693,2128,67,1,221,Combined
11104,2128,67,1,31,Combined
11194,2129,69,1,49,Combined
11195,2129,69,1,42,Combined
11196,2129,69,1,55,Combined
11197,2129,69,1,78,Combined
11198,2129,69,1,100,Combined
11200,2129,69,1,87,Combined
11204,2129,69,1,237,Combined
11205,2129,69,1,93,Combined
11208,2129,69,1,211,Combined
11219,2129,69,1,138,Combined
11227,2129,69,1,215,Combined
11237,2129,69,1,53,Combined
11370,2130,70,1,100,Combined
11371,2130,70,1,87,Combined
11372,2130,70,1,257,Combined
11373,2130,70,1,223,Combined
11375,2130,70,1,237,Combined
11376,2130,70,1,80,Combined
11377,2130,70,1,232,Combined
11379,2130,70,1,241,Combined
11380,2130,70,1,130,Combined
11383,2130,70,1,210,Combined
11384,2130,70,1,42,Combined
11385,2130,70,1,53,Combined
11388,2130,70,1,196,Combined
11389,2130,70,1,138,Combined
11390,2130,70,1,33,Combined
11391,2130,70,1,231,Combined
11393,2130,70,1,55,Combined
11398,2130,70,1,197,Combined
11399,2130,70,1,21,Combined
11407,2130,70,1,49,Combined
11411,2130,70,1,115,Combined
11412,2130,70,1,5,Combined
11416,2130,70,1,141,Combined
11421,2130,70,1,205,Combined
11424,2130,70,1,13,Combined
11429,2130,70,1,22,Combined
11438,2130,70,1,93,Combined
11441,2130,70,1,81,Combined
11448,2130,70,1,28,Combined
11449,2130,70,1,206,Combined
11459,2130,70,1,215,Combined
11481,2130,70,1,104,Combined
11484,2130,70,1,137,Combined
11779,2130,70,1,195,Combined
11884,2130,70,1,40,Combined
12137,2131,72,1,134,Combined
12139,2131,72,1,13,Combined
12144,2131,72,1,211,Combined
12145,2131,72,1,187,Combined
12146,2131,72,1,72,Combined
12147,2131,72,1,191,Combined
12156,2131,72,1,49,Combined
12177,2131,72,1,100,Combined
12220,2131,72,1,93,Combined
12324,2132,76,1,107,Combined
12325,2132,76,1,104,Combined
12331,2132,76,1,100,Combined
12338,2132,76,1,207,Combined
12340,2132,76,1,227,Combined
12349,2132,76,1,49,Combined
12352,2132,76,1,206,Combined
12521,2133,77,1,20,Combined
12524,2133,77,1,237,Combined
12525,2133,77,1,36,Combined
12527,2133,77,1,55,Combined
12738,2134,85,1,137,Combined
12739,2134,85,1,211,Combined
12740,2134,85,1,100,Combined
12741,2134,85,1,231,Combined
12743,2134,85,1,138,Combined
12744,2134,85,1,93,Combined
12746,2134,85,1,173,Combined
12752,2134,85,1,55,Combined
12754,2134,85,1,87,Combined
12756,2134,85,1,42,Combined
12758,2134,85,1,241,Combined
12766,2134,85,1,17,Combined
12789,2134,85,1,187,Combined
12857,2135,87,1,175,Combined
12858,2135,87,1,100,Combined
12859,2135,87,1,42,Combined
12863,2135,87,1,55,Combined
12864,2135,87,1,5,Combined
12870,2135,87,1,87,Combined
12871,2135,87,1,119,Combined
12875,2135,87,1,76,Combined
12877,2135,87,1,107,Combined
12891,2135,87,1,196,Combined
12905,2135,87,1,150,Combined
12912,2135,87,1,207,Combined
12914,2135,87,1,17,Combined
12922,2135,87,1,154,Combined
12927,2135,87,1,194,Combined
12930,2135,87,1,200,Combined
12933,2135,87,1,93,Combined
13102,2136,88,1,4,Combined
13103,2136,88,1,210,Combined
13112,2136,88,1,55,Combined
13113,2136,88,1,237,Combined
13122,2136,88,1,93,Combined
13132,2136,88,1,42,Combined
13135,2136,88,1,187,Combined
13196,2136,88,1,5,Combined
13242,2137,89,1,32,Combined
13243,2137,89,1,93,Combined
13245,2137,89,1,118,Combined
13246,2137,89,1,100,Combined
13249,2137,89,1,40,Combined
13250,2137,89,1,55,Combined
13254,2137,89,1,215,Combined
13262,2137,89,1,138,Combined
13264,2137,89,1,160,Combined
13266,2137,89,1,237,Combined
13273,2137,89,1,199,Combined
13275,2137,89,1,206,Combined
13607,2138,95,1,227,Combined
13608,2138,95,1,242,Combined
13610,2138,95,1,42,Combined
13611,2138,95,1,100,Combined
13612,2138,95,1,49,Combined
13615,2138,95,1,103,Combined
13619,2138,95,1,130,Combined
13621,2138,95,1,40,Combined
13622,2138,95,1,187,Combined
13632,2138,95,1,213,Combined
13675,2138,95,1,133,Combined
13707,2138,95,1,118,Combined
14322,2139,110,1,200,Combined
14323,2139,110,1,13,Combined
14324,2139,110,1,129,Combined
14329,2139,110,1,54,Combined
14411,2140,114,1,93,Combined
14413,2140,114,1,193,Combined
14416,2140,114,1,100,Combined
14418,2140,114,1,50,Combined
14430,2140,114,1,237,Combined
14431,2140,114,1,206,Combined
14433,2140,114,1,104,Combined
14436,2140,114,1,42,Combined
14468,2140,114,1,137,Combined
14494,2141,115,1,146,Combined
14519,2141,115,1,242,Combined
14614,2142,116,1,5,Combined
14615,2142,116,1,49,Combined
14616,2142,116,1,76,Combined
14617,2142,116,1,231,Combined
14618,2142,116,1,100,Combined
14619,2142,116,1,196,Combined
14621,2142,116,1,55,Combined
14623,2142,116,1,78,Combined
14624,2142,116,1,173,Combined
14625,2142,116,1,138,Combined
14630,2142,116,1,144,Combined
14633,2142,116,1,137,Combined
14634,2142,116,1,211,Combined
14636,2142,116,1,8,Combined
14638,2142,116,1,40,Combined
14641,2142,116,1,32,Combined
14642,2142,116,1,168,Combined
14644,2142,116,1,160,Combined
14652,2142,116,1,93,Combined
14655,2142,116,1,80,Combined
14661,2142,116,1,219,Combined
14674,2142,116,1,210,Combined
14691,2142,116,1,83,Combined
14692,2142,116,1,200,Combined
14699,2142,116,1,101,Combined
14709,2142,116,1,87,Combined
14711,2142,116,1,206,Combined
14758,2142,116,1,192,Combined
14845,2142,116,1,241,Combined
14848,2142,116,1,118,Combined
14904,2142,116,1,120,Combined
14918,2142,116,1,237,Combined
15309,2143,122,1,42,Combined
15310,2143,122,1,100,Combined
15311,2143,122,1,8,Combined
15312,2143,122,1,160,Combined
15313,2143,122,1,87,Combined
15314,2143,122,1,146,Combined
15315,2143,122,1,93,Combined
15316,2143,122,1,237,Combined
15318,2143,122,1,13,Combined
15319,2143,122,1,187,Combined
15322,2143,122,1,168,Combined
15323,2143,122,1,78,Combined
15330,2143,122,1,49,Combined
15331,2143,122,1,142,Combined
15333,2143,122,1,131,Combined
15336,2143,122,1,130,Combined
15341,2143,122,1,138,Combined
15343,2143,122,1,227,Combined
15346,2143,122,1,40,Combined
15349,2143,122,1,105,Combined
15353,2143,122,1,137,Combined
15354,2143,122,1,32,Combined
15359,2143,122,1,80,Combined
15360,2143,122,1,55,Combined
15371,2143,122,1,17,Combined
15372,2143,122,1,206,Combined
15378,2143,122,1,5,Combined
15385,2143,122,1,104,Combined
15389,2143,122,1,144,Combined
15391,2143,122,1,118,Combined
15405,2143,122,1,184,Combined
15413,2143,122,1,231,Combined
15429,2143,122,1,101,Combined
15468,2143,122,1,248,Combined
15487,2143,122,1,84,Combined
15519,2143,122,1,210,Combined
15606,2143,122,1,154,Combined
15665,2143,122,1,0,Combined
15720,2143,122,1,196,Combined
16233,2144,125,1,100,Combined
16234,2144,125,1,227,Combined
16235,2144,125,1,162,Combined
16239,2144,125,1,118,Combined
16242,2144,125,1,159,Combined
16245,2144,125,1,138,Combined
16252,2144,125,1,246,Combined
16253,2144,125,1,168,Combined
16254,2144,125,1,55,Combined
16255,2144,125,1,104,Combined
16265,2144,125,1,130,Combined
16290,2144,125,1,93,Combined
16293,2144,125,1,231,Combined
16332,2144,125,1,196,Combined
16387,2145,127,1,146,Combined
16388,2145,127,1,93,Combined
16389,2145,127,1,80,Combined
16390,2145,127,1,32,Combined
16391,2145,127,1,206,Combined
16392,2145,127,1,138,Combined
16394,2145,127,1,137,Combined
16395,2145,127,1,104,Combined
16403,2145,127,1,8,Combined
16410,2145,127,1,13,Combined
16414,2145,127,1,118,Combined
16426,2145,127,1,100,Combined
16479,2145,127,1,187,Combined
16587,2146,131,1,168,Combined
16588,2146,131,1,55,Combined
16589,2146,131,1,138,Combined
16590,2146,131,1,166,Combined
16591,2146,131,1,227,Combined
16592,2146,131,1,191,Combined
16610,2146,131,1,130,Combined
16613,2146,131,1,104,Combined
16659,2146,131,1,108,Combined
16675,2146,131,1,77,Combined
16888,2146,131,1,79,Combined
16987,2147,132,1,104,Combined
16988,2147,132,1,80,Combined
16989,2147,132,1,168,Combined
16991,2147,132,1,196,Combined
16993,2147,132,1,42,Combined
16994,2147,132,1,237,Combined
16995,2147,132,1,93,Combined
16998,2147,132,1,49,Combined
17000,2147,132,1,114,Combined
17019,2147,132,1,53,Combined
17023,2147,132,1,33,Combined
17034,2147,132,1,138,Combined
17050,2147,132,1,72,Combined
17060,2147,132,1,22,Combined
17062,2147,132,1,142,Combined
17072,2147,132,1,130,Combined
17082,2147,132,1,103,Combined
17165,2147,132,1,144,Combined
17217,2147,132,1,241,Combined
17320,2148,134,1,172,Combined
17321,2148,134,1,130,Combined
17322,2148,134,1,200,Combined
17324,2148,134,1,80,Combined
17331,2148,134,1,100,Combined
17470,2149,135,1,146,Combined
17471,2149,135,1,93,Combined
17472,2149,135,1,40,Combined
17473,2149,135,1,32,Combined
17477,2149,135,1,42,Combined
17478,2149,135,1,142,Combined
17479,2149,135,1,144,Combined
17480,2149,135,1,138,Combined
17482,2149,135,1,206,Combined
17483,2149,135,1,5,Combined
17489,2149,135,1,104,Combined
17490,2149,135,1,55,Combined
17491,2149,135,1,100,Combined
17494,2149,135,1,143,Combined
17496,2149,135,1,196,Combined
17506,2149,135,1,118,Combined
17514,2149,135,1,130,Combined
17518,2149,135,1,80,Combined
17519,2149,135,1,13,Combined
17566,2149,135,1,210,Combined
17608,2149,135,1,237,Combined
18145,2150,148,1,100,Combined
18149,2150,148,1,159,Combined
18153,2150,148,1,98,Combined
18158,2150,148,1,241,Combined
18161,2150,148,1,49,Combined
18247,2151,152,1,36,Combined
18248,2151,152,1,203,Combined
18249,2151,152,1,182,Combined
18251,2151,152,1,229,Combined
18252,2151,152,1,100,Combined
18253,2151,152,1,119,Combined
18254,2151,152,1,256,Combined
18255,2151,152,1,118,Combined
18269,2151,152,1,93,Combined
18290,2151,152,1,13,Combined
18326,2151,152,1,172,Combined
18343,2151,152,1,21,Combined
18367,2151,152,1,60,Combined
18585,2152,155,1,187,Combined
18586,2152,155,1,144,Combined
18587,2152,155,1,5,Combined
18588,2152,155,1,118,Combined
18592,2152,155,1,168,Combined
18593,2152,155,1,227,Combined
18594,2152,155,1,237,Combined
18598,2152,155,1,104,Combined
18609,2152,155,1,130,Combined
18619,2152,155,1,100,Combined
18624,2152,155,1,138,Combined
18723,2153,159,1,42,Combined
18724,2153,159,1,137,Combined
18725,2153,159,1,77,Combined
18726,2153,159,1,142,Combined
18729,2153,159,1,138,Combined
18733,2153,159,1,125,Combined
18738,2153,159,1,49,Combined
18748,2153,159,1,93,Combined
18873,2153,159,1,108,Combined
19004,2154,165,1,130,Combined
19005,2154,165,1,231,Combined
19006,2154,165,1,40,Combined
19007,2154,165,1,82,Combined
19008,2154,165,1,181,Combined
19009,2154,165,1,55,Combined
19012,2154,165,1,118,Combined
19014,2154,165,1,20,Combined
19015,2154,165,1,72,Combined
19016,2154,165,1,237,Combined
19017,2154,165,1,49,Combined
19021,2154,165,1,128,Combined
19023,2154,165,1,206,Combined
19025,2154,165,1,104,Combined
19028,2154,165,1,251,Combined
19032,2154,165,1,71,Combined
19038,2154,165,1,80,Combined
19040,2154,165,1,13,Combined
19041,2154,165,1,78,Combined
19044,2154,165,1,87,Combined
19058,2154,165,1,12,Combined
19061,2154,165,1,187,Combined
19063,2154,165,1,138,Combined
19069,2154,165,1,241,Combined
19104,2154,165,1,235,Combined
19107,2154,165,1,257,Combined
19109,2154,165,1,200,Combined
19115,2154,165,1,54,Combined
19137,2154,165,1,53,Combined
19166,2154,165,1,93,Combined
19174,2154,165,1,137,Combined
19185,2154,165,1,36,Combined
19209,2154,165,1,219,Combined
19616,2155,170,1,118,Combined
19617,2155,170,1,168,Combined
19618,2155,170,1,49,Combined
19620,2155,170,1,104,Combined
19623,2155,170,1,100,Combined
19625,2155,170,1,13,Combined
19628,2155,170,1,84,Combined
19629,2155,170,1,40,Combined
19636,2155,170,1,78,Combined
19643,2155,170,1,131,Combined
19647,2155,170,1,231,Combined
19654,2155,170,1,5,Combined
19724,2155,170,1,8,Combined
19783,2155,170,1,227,Combined
20004,2156,179,1,210,Combined
20005,2156,179,1,241,Combined
20006,2156,179,1,168,Combined
20007,2156,179,1,104,Combined
20015,2156,179,1,196,Combined
20018,2156,179,1,78,Combined
20019,2156,179,1,1,Combined
20022,2156,179,1,138,Combined
20023,2156,179,1,246,Combined
20025,2156,179,1,42,Combined
20026,2156,179,1,160,Combined
20027,2156,179,1,137,Combined
20031,2156,179,1,187,Combined
20039,2156,179,1,100,Combined
20041,2156,179,1,231,Combined
20042,2156,179,1,170,Combined
20048,2156,179,1,93,Combined
20054,2156,179,1,21,Combined
20068,2156,179,1,12,Combined
20076,2156,179,1,8,Combined
20084,2156,179,1,5,Combined
20110,2156,179,1,80,Combined
20126,2156,179,1,144,Combined
20150,2156,179,1,40,Combined
20153,2156,179,1,49,Combined
20472,2157,182,1,130,Combined
20473,2157,182,1,188,Combined
20474,2157,182,1,179,Combined
20475,2157,182,1,42,Combined
20477,2157,182,1,210,Combined
20495,2157,182,1,220,Combined
20829,2158,190,1,146,Combined
20830,2158,190,1,100,Combined
20831,2158,190,1,21,Combined
20832,2158,190,1,104,Combined
20833,2158,190,1,93,Combined
20835,2158,190,1,231,Combined
20836,2158,190,1,17,Combined
20841,2158,190,1,215,Combined
20843,2158,190,1,206,Combined
20848,2158,190,1,82,Combined
20849,2158,190,1,40,Combined
20852,2158,190,1,118,Combined
20862,2158,190,1,32,Combined
20869,2158,190,1,42,Combined
20889,2158,190,1,210,Combined
20936,2158,190,1,36,Combined
20954,2158,190,1,49,Combined
21006,2159,191,1,13,Combined
21007,2159,191,1,118,Combined
21008,2159,191,1,100,Combined
21009,2159,191,1,206,Combined
21010,2159,191,1,78,Combined
21014,2159,191,1,55,Combined
21016,2159,191,1,200,Combined
21018,2159,191,1,49,Combined
21020,2159,191,1,231,Combined
21027,2159,191,1,80,Combined
21032,2159,191,1,40,Combined
21035,2159,191,1,42,Combined
21036,2159,191,1,144,Combined
21038,2159,191,1,72,Combined
21039,2159,191,1,138,Combined
21040,2159,191,1,83,Combined
21045,2159,191,1,210,Combined
21053,2159,191,1,53,Combined
21090,2159,191,1,241,Combined
21166,2160,192,1,93,Combined
21167,2160,192,1,168,Combined
21174,2160,192,1,78,Combined
21176,2160,192,1,100,Combined
21177,2160,192,1,137,Combined
21179,2160,192,1,118,Combined
21192,2160,192,1,196,Combined
21198,2160,192,1,237,Combined
21200,2160,192,1,246,Combined
21203,2160,192,1,32,Combined
21213,2160,192,1,138,Combined
21220,2160,192,1,87,Combined
21270,2160,192,1,160,Combined
21273,2160,192,1,241,Combined
21313,2160,192,1,219,Combined
21324,2160,192,1,131,Combined
21355,2160,192,1,49,Combined
21734,2161,204,1,93,Combined
21735,2161,204,1,87,Combined
21738,2161,204,1,108,Combined
21744,2161,204,1,206,Combined
21746,2161,204,1,237,Combined
21777,2161,204,1,100,Combined
22153,2162,226,1,237,Combined
22154,2162,226,1,138,Combined
22156,2162,226,1,119,Combined
22158,2162,226,1,40,Combined
22159,2162,226,1,204,Combined
22161,2162,226,1,42,Combined
22163,2162,226,1,206,Combined
22169,2162,226,1,118,Combined
22209,2162,226,1,55,Combined
22322,2163,233,1,8,Combined
22323,2163,233,1,118,Combined
22325,2163,233,1,93,Combined
22326,2163,233,1,81,Combined
22327,2163,233,1,200,Combined
22329,2163,233,1,108,Combined
22330,2163,233,1,160,Combined
22335,2163,233,1,53,Combined
22346,2163,233,1,138,Combined
22403,2164,236,1,195,Combined
22404,2164,236,1,80,Combined
22405,2164,236,1,49,Combined
22415,2164,236,1,144,Combined
22956,2165,263,1,55,Combined
22958,2165,263,1,200,Combined
22960,2165,263,1,49,Combined
22971,2165,263,1,13,Combined
23103,2166,269,1,99,Combined
23104,2166,269,1,55,Combined
23111,2166,269,1,196,Combined
23249,2167,280,1,49,Combined
23250,2167,280,1,100,Combined
23525,2168,290,1,138,Combined
23526,2168,290,1,19,Combined
23527,2168,290,1,200,Combined
23529,2168,290,1,93,Combined
23530,2168,290,1,104,Combined
23532,2168,290,1,13,Combined
23536,2168,290,1,40,Combined
23539,2168,290,1,187,Combined
23590,2168,290,1,33,Combined
23750,2169,301,1,138,Combined
23751,2169,301,1,8,Combined
23753,2169,301,1,42,Combined
23754,2169,301,1,49,Combined
23755,2169,301,1,142,Combined
23757,2169,301,1,206,Combined
23763,2169,301,1,104,Combined
23769,2169,301,1,55,Combined
23771,2169,301,1,210,Combined
23786,2169,301,1,5,Combined
23798,2169,301,1,134,Combined
23907,2170,306,1,93,Combined
23908,2170,306,1,168,Combined
23909,2170,306,1,42,Combined
23911,2170,306,1,118,Combined
23912,2170,306,1,196,Combined
23925,2170,306,1,100,Combined
23936,2170,306,1,21,Combined
23937,2170,306,1,104,Combined
23941,2170,306,1,13,Combined
23943,2170,306,1,144,Combined
23961,2170,306,1,137,Combined
23984,2170,306,1,241,Combined
23985,2170,306,1,138,Combined
24066,2171,307,1,227,Combined
24067,2171,307,1,114,Combined
24070,2171,307,1,191,Combined
24073,2171,307,1,108,Combined
24194,2172,319,1,202,Combined
24196,2172,319,1,159,Combined
24201,2172,319,1,195,Combined
24202,2172,319,1,49,Combined
24495,2173,338,1,237,Combined
24496,2173,338,1,100,Combined
24497,2173,338,1,78,Combined
24500,2173,338,1,72,Combined
24503,2173,338,1,93,Combined
24518,2173,338,1,108,Combined
24535,2173,338,1,19,Combined
24606,2174,340,1,100,Combined
24607,2174,340,1,104,Combined
24608,2174,340,1,118,Combined
24609,2174,340,1,42,Combined
24610,2174,340,1,93,Combined
24611,2174,340,1,55,Combined
24615,2174,340,1,87,Combined
24622,2174,340,1,49,Combined
24623,2174,340,1,78,Combined
24630,2174,340,1,53,Combined
24633,2174,340,1,130,Combined
24637,2174,340,1,138,Combined
24638,2174,340,1,187,Combined
24653,2174,340,1,211,Combined
24670,2174,340,1,227,Combined
24671,2174,340,1,206,Combined
24685,2174,340,1,120,Combined
24691,2174,340,1,196,Combined
24711,2174,340,1,21,Combined
24752,2174,340,1,140,Combined
24932,2175,351,1,78,Combined
24934,2175,351,1,175,Combined
24935,2175,351,1,150,Combined
25424,2176,366,1,93,Combined
25425,2176,366,1,55,Combined
25427,2176,366,1,171,Combined
25428,2176,366,1,175,Combined
25439,2176,366,1,187,Combined
25442,2176,366,1,137,Combined
25451,2176,366,1,195,Combined
25475,2176,366,1,19,Combined
25733,2177,378,1,159,Combined
25735,2177,378,1,100,Combined
25736,2177,378,1,93,Combined
25737,2177,378,1,118,Combined
