,Item_id,POI_Type,L2_Category_name,stars,clusters
549,148,0,68,3.5,0
555,149,0,177,3.5,0
559,150,0,334,4.0,0
561,151,0,5,3.0,0
562,54,1,156,4.0,0
568,152,0,68,3.5,0
570,153,0,271,3.5,0
572,89,1,68,4.0,0
573,154,0,158,4.0,0
575,155,0,172,3.5,0
576,156,0,106,4.5,0
578,157,0,68,4.0,0
581,18,1,36,3.5,0
582,18,1,266,3.0,0
583,158,0,206,4.0,0
584,159,0,106,4.5,0
586,160,0,68,3.5,0
587,161,0,247,3.5,0
588,162,0,183,3.5,0
589,163,0,24,4.0,0
590,164,0,50,4.0,0
593,165,0,190,5.0,0
594,166,0,333,3.5,0
595,167,0,109,4.5,0
596,168,0,247,4.5,0
597,169,0,172,3.5,0
598,31,1,266,4.0,0
599,170,0,24,3.5,0
600,171,0,283,5.0,0
601,172,0,17,3.5,0
603,115,1,316,4.0,0
605,173,0,24,3.5,0
608,174,0,50,4.5,0
610,175,0,266,4.0,0
612,176,0,333,4.0,0
613,177,0,19,4.0,0
624,178,0,158,4.0,0
632,179,0,157,3.0,0
634,180,0,308,4.0,0
636,181,0,19,3.5,0
642,182,0,266,3.0,0
646,183,0,68,3.0,0
649,184,0,137,4.5,0
651,185,0,44,3.5,0
660,186,0,166,5.0,0
669,187,0,24,3.0,0
676,188,0,19,4.0,0
679,189,0,141,1.5,0
680,190,0,19,4.0,0
682,89,1,198,4.0,0
683,191,0,137,4.0,0
685,192,0,338,4.0,0
686,193,0,146,4.0,0
690,194,0,183,4.0,0
691,195,0,154,2.5,0
692,196,0,137,4.5,0
694,197,0,266,4.0,0
695,54,1,271,2.0,0
697,65,1,330,4.5,0
698,198,0,68,4.0,0
700,199,0,156,3.0,0
701,200,0,161,4.0,0
703,58,1,68,3.5,0
705,201,0,50,4.0,0
708,65,1,156,4.0,0
714,202,0,271,4.0,0
715,203,0,266,3.5,0
716,204,0,5,3.5,0
718,205,0,247,2.5,0
719,206,0,266,2.0,0
720,207,0,114,4.0,0
721,18,1,133,2.5,0
722,208,0,44,3.5,0
723,209,0,50,3.5,0
727,210,1,207,3.0,0
728,210,1,102,2.0,0
729,104,1,156,3.0,0
730,211,0,180,4.0,0
732,104,1,257,3.0,0
733,212,0,39,3.0,0
734,50,1,111,2.0,0
735,213,0,68,4.5,0
741,214,0,266,4.5,0
745,215,0,145,3.5,0
746,216,0,50,3.5,0
750,104,1,5,3.0,0
752,217,0,111,3.5,0
754,218,0,153,4.5,0
762,219,0,58,4.0,0
764,220,0,68,3.0,0
765,221,0,161,3.0,0
769,222,0,68,3.5,0
770,223,0,39,3.0,0
771,224,0,22,4.0,0
775,225,0,156,4.0,0
776,226,0,241,3.5,0
778,227,0,100,5.0,0
779,49,1,92,4.5,0
781,228,0,244,3.0,0
782,229,0,111,4.5,0
788,230,0,172,3.0,0
789,231,0,250,4.5,0
793,232,0,208,3.5,0
794,233,0,193,5.0,0
795,234,0,88,3.5,0
798,235,0,327,4.0,0
799,236,0,141,4.0,0
800,237,0,304,4.0,0
802,238,0,141,2.5,0
807,239,0,114,3.5,0
808,240,0,296,3.0,0
810,241,0,334,5.0,0
813,242,0,50,4.0,0
814,243,1,114,4.0,0
816,244,0,227,3.5,0
817,245,0,330,3.0,0
820,246,0,276,3.0,0
821,247,0,330,3.5,0
822,248,0,296,4.0,0
824,249,0,24,3.5,0
833,250,0,334,4.5,0
834,251,0,114,4.5,0
835,252,0,330,4.0,0
836,253,0,141,2.0,0
839,254,0,106,4.0,0
840,255,0,32,2.0,0
843,256,0,204,3.0,0
844,243,1,102,3.5,0
845,243,1,104,3.5,0
848,257,0,183,4.0,0
850,258,0,208,4.0,0
852,98,1,44,3.0,0
853,259,0,68,4.0,0
854,260,0,257,3.5,0
857,261,0,334,4.0,0
858,262,0,257,3.5,0
860,23,1,257,4.0,0
861,263,0,206,4.5,0
862,264,0,172,3.0,0
863,265,0,62,3.0,0
866,266,0,35,3.5,0
867,267,0,257,3.5,0
868,268,0,39,2.5,0
869,269,0,266,3.0,0
871,270,0,238,4.5,0
874,210,1,208,2.0,0
875,271,0,330,4.0,0
876,210,1,271,4.0,0
877,210,1,111,3.0,0
878,210,1,244,2.0,0
879,210,1,90,2.5,0
880,210,1,156,3.5,0
882,272,0,68,3.0,0
883,273,0,208,2.5,0
886,210,1,155,4.0,0
888,274,0,177,4.5,0
898,275,0,202,4.0,0
899,276,0,68,4.5,0
900,277,0,156,2.5,0
902,278,0,44,4.0,0
907,279,0,183,4.5,0
908,280,0,158,4.0,0
910,281,0,44,3.5,0
912,282,0,23,4.0,0
918,283,0,266,4.0,0
922,89,1,19,2.5,0
927,284,0,300,4.5,0
929,285,0,271,3.0,0
930,286,1,247,2.5,0
931,287,0,102,4.0,0
933,288,0,183,3.0,0
935,289,1,156,4.0,0
936,289,1,161,2.0,0
937,89,1,156,3.5,0
939,290,0,68,4.0,0
943,104,1,101,3.5,0
944,291,0,44,2.5,0
947,292,0,138,4.0,0
949,293,0,62,4.0,0
952,64,1,36,3.0,0
953,63,1,62,3.0,0
954,294,0,190,4.0,0
955,295,0,124,2.0,0
956,296,0,124,1.5,0
959,297,0,194,4.0,0
960,298,0,330,3.5,0
963,299,0,304,4.0,0
967,300,0,111,3.5,0
968,301,0,176,1.5,0
969,302,0,86,4.0,0
970,303,0,138,3.0,0
971,304,0,62,4.0,0
972,305,0,153,4.0,0
973,306,0,161,3.5,0
975,307,0,41,2.5,0
976,308,0,176,2.5,0
978,309,0,52,3.5,0
983,310,0,282,4.0,0
987,311,0,68,4.0,0
989,312,0,330,4.5,0
990,313,0,68,3.5,0
992,314,0,62,4.0,0
993,315,0,304,3.5,0
994,316,0,62,4.5,0
1001,317,0,5,2.5,0
1006,318,0,192,3.0,0
1008,319,0,124,2.0,0
1009,320,0,304,2.5,0
1012,321,0,304,4.5,0
1016,89,1,330,4.0,0
1017,322,0,247,3.5,0
1018,323,0,0,3.5,0
1020,18,1,157,4.0,0
1022,18,1,36,3.0,0
1023,324,0,68,4.5,0
1025,325,0,32,4.0,0
1027,326,0,192,3.0,0
1028,327,0,22,4.5,0
1032,18,1,36,4.0,0
1034,112,1,300,3.5,0
1036,328,0,330,4.5,0
1041,329,0,304,3.5,0
1047,12,1,50,4.0,0
1048,330,0,282,5.0,0
1049,331,0,39,3.5,0
1050,243,1,66,3.0,0
1053,332,0,66,3.0,0
1054,333,0,247,4.0,0
1063,334,0,257,3.0,0
1064,23,1,106,4.0,0
1067,335,0,183,3.5,0
1069,336,0,257,4.0,0
1072,337,0,40,4.5,0
1073,338,0,257,3.0,0
1074,339,0,68,1.5,0
1080,340,0,50,4.0,0
1084,341,0,183,4.0,0
1085,342,0,156,3.5,0
1092,343,0,68,4.0,0
1093,344,0,24,4.0,0
1094,345,0,266,4.5,0
1095,346,0,5,3.5,0
1098,347,0,208,3.5,0
1100,348,0,307,5.0,0
1111,349,0,211,3.5,0
1112,350,0,111,4.0,0
1124,351,0,111,3.5,0
1135,104,1,13,3.5,0
1140,352,0,108,2.5,0
1143,353,0,38,3.5,0
1145,354,0,230,3.0,0
1156,90,1,124,2.5,0
1157,355,0,330,3.5,0
1159,356,0,68,3.5,0
1160,357,0,272,2.5,0
1161,358,0,108,3.0,0
1162,359,0,124,3.0,0
1164,243,1,124,2.0,0
1165,243,1,211,2.5,0
1166,88,1,13,4.0,0
1168,243,1,321,4.0,0
1169,243,1,92,3.5,0
1170,360,0,204,3.0,0
1173,361,0,130,4.0,0
1174,362,0,124,2.0,0
1176,243,1,176,3.0,0
1177,363,0,247,3.0,0
1178,364,0,156,3.0,0
1179,98,1,19,2.5,0
1190,365,0,230,2.0,0
1193,366,0,100,4.0,0
1194,367,0,60,3.0,0
1196,368,0,230,2.5,0
1198,369,0,176,2.5,0
1204,370,0,5,3.5,0
1209,371,0,167,4.0,0
1211,76,1,5,2.5,0
1212,372,0,31,3.0,0
1215,373,0,91,4.0,0
1222,374,0,172,2.0,0
1229,375,0,230,2.5,0
1233,376,0,68,2.0,0
1236,377,0,291,4.0,0
1238,378,0,138,3.5,0
1242,379,0,39,2.5,0
1256,380,0,5,3.5,0
1269,381,0,300,3.5,0
1271,382,0,257,2.5,0
1273,383,0,297,5.0,0
1275,384,0,257,4.5,0
1276,385,0,257,3.0,0
1277,386,0,257,3.0,0
1279,387,0,257,2.5,0
1280,388,0,338,4.0,0
1283,389,0,100,3.5,0
1288,390,0,339,4.0,0
1290,391,0,124,2.0,0
1292,54,1,133,3.0,0
1293,54,1,141,4.0,0
1294,392,0,241,4.5,0
1295,393,0,156,3.0,0
1296,394,0,208,3.0,0
1298,395,0,110,4.0,0
1299,396,0,266,2.0,0
1302,23,1,300,4.0,0
1303,397,0,156,2.0,0
1304,398,0,33,4.0,0
1310,399,0,152,3.0,0
1312,400,0,24,4.0,0
1313,401,0,68,4.0,0
1315,402,0,68,3.5,0
1316,403,0,124,3.5,0
1317,404,0,50,3.5,0
1320,12,1,146,4.0,0
1321,405,0,68,3.0,0
1324,406,0,156,3.0,0
1325,407,0,5,3.5,0
1326,49,1,278,3.0,0
1327,408,0,211,4.0,0
1328,286,1,240,4.0,0
1330,409,0,161,4.0,0
1334,410,1,156,3.5,0
1336,18,1,133,4.0,0
1337,411,0,62,3.5,0
1339,412,0,5,3.0,0
1341,413,0,141,1.5,0
1344,414,0,19,1.0,0
1346,415,0,247,3.0,0
1352,416,0,68,2.5,0
1358,417,0,157,2.0,0
1365,418,0,68,3.0,0
1367,419,0,68,3.0,0
1391,420,0,24,2.5,0
1398,421,0,194,4.5,0
1400,422,0,292,3.0,0
1401,423,0,156,2.0,0
1406,424,0,211,3.0,0
1409,50,1,244,3.0,0
1412,104,1,194,3.5,0
1413,425,0,151,4.0,0
1417,426,0,68,3.0,0
1426,427,0,177,4.0,0
1428,428,0,42,4.0,0
1432,429,0,5,2.0,0
1435,54,1,321,4.5,0
1438,243,1,102,4.0,0
1439,243,1,244,3.5,0
1440,89,1,297,2.5,0
1441,89,1,23,4.5,0
1442,89,1,23,3.5,0
1443,430,0,247,4.0,0
1444,431,0,68,3.0,0
1446,432,0,19,2.5,0
1448,58,1,296,3.0,0
1456,89,1,156,4.0,0
1459,433,0,111,1.0,0
1463,434,0,106,2.5,0
1466,435,0,168,2.5,0
1468,436,0,188,3.5,0
1474,437,0,157,3.0,0
1475,438,0,68,4.5,0
1476,439,0,304,4.0,0
1478,90,1,157,2.5,0
1481,440,0,156,4.0,0
1495,441,0,338,4.5,0
1497,88,1,296,4.5,0
1498,88,1,68,3.0,0
1499,88,1,114,3.0,0
1500,442,0,156,3.5,0
1508,443,0,149,2.5,0
1510,444,0,68,3.0,0
1512,445,0,311,4.0,0
1514,446,0,247,3.5,0
1519,447,0,13,3.5,0
1521,448,0,241,2.5,0
1525,89,1,5,3.0,0
1529,449,0,304,4.0,0
1532,450,0,68,3.5,0
1533,451,0,149,4.0,0
1534,452,0,68,2.5,0
1535,453,0,111,2.5,0
1536,454,0,156,3.5,0
1538,455,0,146,4.0,0
1544,456,0,156,3.5,0
1545,210,1,187,4.5,0
1546,457,0,330,3.5,0
1552,458,0,330,4.5,0
1553,88,1,45,3.5,0
1557,459,1,156,4.5,0
1558,89,1,208,4.0,0
1562,460,0,90,3.5,0
1564,89,1,68,3.5,0
1565,461,0,68,3.0,0
1566,462,1,247,2.0,0
1568,463,0,5,3.5,0
1569,464,0,39,4.0,0
1574,465,0,145,2.5,0
1575,466,0,247,3.5,0
1576,467,0,198,2.0,0
1580,468,0,184,4.0,0
1581,469,0,14,4.0,0
1583,289,1,158,3.0,0
1584,470,0,68,3.0,0
1592,289,1,266,3.0,0
1598,471,0,257,3.5,0
1606,472,0,106,3.5,0
1607,473,0,118,2.5,0
1611,474,0,124,3.5,0
1613,475,0,296,4.5,0
1614,476,0,11,5.0,0
1615,477,0,278,1.5,0
1617,478,0,172,3.5,0
1620,112,1,102,1.5,0
1625,479,0,330,3.5,0
1626,289,1,157,3.0,0
1632,480,0,257,3.0,0
1633,481,0,68,1.5,0
1642,482,0,191,1.5,0
1650,58,1,297,3.0,0
1660,483,1,266,3.5,0
1661,484,0,40,3.5,0
1663,485,0,330,3.5,0
1669,243,1,5,3.0,0
1670,486,0,62,3.5,0
1671,487,0,22,3.5,0
1672,18,1,35,3.0,0
1673,488,0,68,3.5,0
1674,489,0,304,4.0,0
1677,490,0,102,1.5,0
1680,491,0,330,3.5,0
1685,492,0,68,4.0,0
1692,493,0,334,3.0,0
1698,494,0,330,3.5,0
1712,495,0,16,3.5,0
1716,496,0,300,3.5,0
1718,76,1,68,4.0,0
1720,497,0,68,3.5,0
1721,498,0,68,2.5,0
1729,499,0,292,4.5,0
1730,500,0,68,2.0,0
1731,501,0,241,4.5,0
1739,502,0,209,4.0,0
1740,503,0,249,1.5,0
1747,504,0,230,3.5,0
1751,505,0,187,3.0,0
1756,506,0,247,2.5,0
1758,507,0,68,4.0,0
1763,508,0,209,3.5,0
1768,509,0,20,3.0,0
1773,510,0,304,3.0,0
1776,511,0,247,3.5,0
1778,512,0,68,4.0,0
1786,513,0,62,3.0,0
1789,514,0,171,3.5,0
1791,515,0,297,3.0,0
1793,516,0,118,4.0,0
1795,517,0,257,4.0,0
1797,518,0,24,2.0,0
1803,31,1,177,4.0,0
1805,519,0,67,4.0,0
1806,18,1,257,3.5,0
1807,520,0,243,5.0,0
1810,521,0,39,3.0,0
1813,522,0,156,3.5,0
1817,289,1,141,4.0,0
1818,289,1,35,5.0,0
1819,523,0,316,4.0,0
1820,524,0,183,2.5,0
1821,525,0,23,3.0,0
1822,526,0,124,3.5,0
1831,527,0,143,4.0,0
1836,528,0,308,4.5,0
1837,529,0,257,3.0,0
1838,530,0,50,3.0,0
1843,531,0,206,4.0,0
1844,532,0,50,3.5,0
1845,533,0,257,3.5,0
1847,534,0,44,2.5,0
1849,535,0,50,4.0,0
1851,536,0,183,4.0,0
1855,537,0,19,3.0,0
1856,538,0,239,5.0,0
1861,89,1,307,2.5,0
1863,539,0,19,2.5,0
1865,540,0,19,2.0,0
1870,541,0,161,2.5,0
1872,34,1,201,1.0,0
1873,542,0,37,3.5,0
1874,543,0,145,3.5,0
1875,544,0,68,2.5,0
1876,545,0,19,3.0,0
1877,546,0,156,3.5,0
1879,547,0,183,3.0,0
1881,548,0,145,3.5,0
1883,549,0,271,3.0,0
1884,89,1,271,2.0,0
1902,89,1,5,2.0,0
1903,462,1,220,4.0,0
1904,550,0,304,3.5,0
1905,551,0,32,4.0,0
1908,552,0,304,3.0,0
1909,553,0,133,4.0,0
1917,554,0,278,3.5,0
1919,555,0,40,3.5,0
1921,556,0,247,4.0,0
1925,557,0,220,4.0,0
1928,558,0,22,4.0,0
1929,559,0,304,3.5,0
1932,560,0,247,4.0,0
1933,561,0,184,3.5,0
1934,562,0,178,4.0,0
1938,563,0,24,3.0,0
1942,564,0,146,3.0,0
1955,565,0,141,2.5,0
1958,566,0,247,3.5,0
1959,90,1,266,3.0,0
1960,243,1,102,2.5,0
1961,89,1,124,1.5,0
1962,89,1,124,2.5,0
1963,567,0,108,1.5,0
1964,89,1,124,2.0,0
1966,90,1,102,3.0,0
1968,243,1,66,2.5,0
1970,568,0,32,4.0,0
1973,54,1,266,3.0,0
1977,89,1,247,2.5,0
1980,569,0,161,4.5,0
1984,570,0,50,4.0,0
1986,0,0,135,4.0,0
1987,1,0,40,4.5,0
1988,2,1,155,4.5,0
1989,3,0,82,5.0,0
1990,2,1,257,3.5,0
1991,4,1,67,3.0,0
1992,4,1,231,2.0,0
1993,4,1,24,3.5,0
1994,5,0,79,3.5,0
1998,6,0,138,1.5,0
2000,7,0,172,4.0,0
2001,8,1,138,3.5,0
2003,9,0,111,3.0,0
2007,10,0,24,3.0,0
2008,11,0,68,3.0,0
2009,12,1,240,4.0,0
2010,13,0,24,3.0,0
2011,14,0,172,3.5,0
2012,15,0,172,2.5,0
2014,16,1,131,3.5,0
2015,17,1,297,2.5,0
2016,18,0,172,2.5,0
2017,19,0,172,3.5,0
2018,20,0,173,4.0,0
2019,21,1,156,4.0,0
2020,22,0,161,2.0,0
2021,23,0,255,2.5,0
2022,8,1,124,2.5,0
2023,8,1,272,2.0,0
2024,24,0,106,4.5,0
2026,25,1,279,3.0,0
2029,26,1,23,2.0,0
2030,27,0,244,4.0,0
2032,8,1,5,2.5,0
2035,28,0,44,2.0,0
2039,29,0,154,2.0,0
2040,25,1,211,3.5,0
2041,25,1,44,1.5,0
2043,30,0,63,4.0,0
2045,31,0,183,4.0,0
2046,32,0,19,5.0,0
2048,26,1,240,3.0,0
2049,26,1,114,2.5,0
2050,33,0,44,4.0,0
2051,34,0,124,2.0,0
2053,35,0,161,4.0,0
2055,36,0,44,1.5,0
2060,37,0,124,2.5,0
2065,38,0,241,4.0,0
2069,39,0,124,1.5,0
2070,40,1,124,2.5,0
2071,41,0,211,3.5,0
2074,42,0,19,2.0,0
2079,43,1,259,3.5,0
2083,44,0,19,2.5,0
2084,45,0,111,2.5,0
2086,46,1,201,3.5,0
2087,46,1,296,4.0,0
2090,47,1,244,4.0,0
2092,8,1,208,2.5,0
2096,17,1,211,3.5,0
2102,43,1,211,3.5,0
2110,48,1,224,3.0,0
2111,49,0,23,2.0,0
2112,50,0,255,3.5,0
2114,47,1,336,4.0,0
2115,8,1,68,2.0,0
2116,8,1,278,2.5,0
2117,51,0,248,3.0,0
2118,8,1,44,3.0,0
2119,8,1,208,2.0,0
2130,8,1,68,3.0,0
2132,8,1,68,3.5,0
2139,8,1,68,2.5,0
2144,52,0,111,3.5,0
2145,8,1,24,2.0,0
2146,8,1,21,2.0,0
2165,8,1,104,3.0,0
2170,53,0,124,2.5,0
2171,54,0,138,3.0,0
2199,55,1,5,4.0,0
2200,56,0,241,4.5,0
2201,57,0,208,2.5,0
2203,58,0,68,2.5,0
2206,59,1,315,3.5,0
2208,60,0,304,4.0,0
2209,61,0,161,3.0,0
2219,62,0,19,2.5,0
2222,63,0,45,3.5,0
2225,64,0,315,3.5,0
2227,65,0,68,4.5,0
2228,66,0,155,3.5,0
2231,67,0,338,4.5,0
2240,68,0,39,4.0,0
2244,69,0,152,4.5,0
2266,70,1,156,4.5,0
2281,71,0,272,4.0,0
2282,72,0,222,4.0,0
2289,73,0,272,3.0,0
2296,74,1,329,4.0,0
2297,75,0,157,2.5,0
2298,76,0,152,2.5,0
2299,77,0,241,4.0,0
2300,78,0,291,4.0,0
2308,79,1,104,3.5,0
2322,80,0,193,3.5,0
2328,81,0,132,3.5,0
2333,12,1,156,4.0,0
2334,82,0,62,4.5,0
2335,83,0,158,3.0,0
2337,84,0,63,5.0,0
2339,85,0,156,3.5,0
2343,79,1,272,4.5,0
2346,86,0,5,4.0,0
2349,87,1,157,2.0,0
2350,88,0,109,4.0,0
2351,89,0,292,5.0,0
2352,90,0,204,5.0,0
2353,91,0,102,2.0,0
2354,92,0,124,3.0,0
2355,26,1,201,2.5,0
2356,93,1,211,5.0,0
2357,94,0,319,2.5,0
2358,93,1,271,5.0,0
2360,95,1,201,4.0,0
2361,12,1,247,4.0,0
2362,96,0,20,4.0,0
2365,97,0,204,4.0,0
2366,98,0,68,2.5,0
2369,25,1,13,2.5,0
2371,99,0,124,2.0,0
2372,100,0,201,4.0,0
2375,101,1,255,2.5,0
2376,101,1,111,2.5,0
2377,102,0,108,4.5,0
2381,103,0,172,3.0,0
2382,104,0,208,3.0,0
2384,79,1,156,3.5,0
2385,105,1,296,4.5,0
2388,93,1,211,4.5,0
2392,101,1,124,2.0,0
2393,12,1,102,2.0,0
2394,106,0,124,3.0,0
2395,107,0,95,2.5,0
2403,108,0,68,3.0,0
2404,109,0,130,4.5,0
2408,110,0,318,5.0,0
2409,111,0,68,4.0,0
2410,112,1,102,4.0,0
2414,113,0,255,3.5,0
2415,114,0,156,4.0,0
2416,40,1,102,4.0,0
2417,115,0,329,2.5,0
2421,101,1,156,3.0,0
2429,12,1,272,3.0,0
2431,116,0,201,3.5,0
2432,117,0,44,1.5,0
2438,95,1,44,4.0,0
2443,118,0,211,4.0,0
2444,119,1,176,2.5,0
2448,12,1,124,2.5,0
2451,119,1,280,4.0,0
2452,120,1,102,4.0,0
2453,119,1,62,4.0,0
2456,40,1,114,2.0,0
2459,121,0,226,4.5,0
2462,119,1,92,3.0,0
2463,122,0,244,3.5,0
2465,123,0,257,3.5,0
2466,124,0,58,3.0,0
2468,125,0,102,3.5,0
2472,126,0,108,4.0,0
2474,25,1,102,3.0,0
2478,127,0,52,4.0,0
2479,128,0,111,2.5,0
2480,129,0,141,3.5,0
2481,130,0,102,2.0,0
2482,131,1,102,2.0,0
2483,131,1,66,3.0,0
2484,132,1,62,3.0,0
2486,131,1,211,2.5,0
2489,133,0,318,3.5,0
2491,134,0,124,2.0,0
2492,135,0,169,3.5,0
2494,136,0,177,3.0,0
2497,137,0,237,1.5,0
2498,138,0,5,3.0,0
2499,139,0,93,4.0,0
2500,112,1,183,3.5,0
2501,140,0,141,2.5,0
2503,141,0,172,1.5,0
2504,142,1,304,4.0,0
2507,40,1,301,3.5,0
2508,143,1,156,3.0,0
2509,144,0,217,1.5,0
2510,145,0,255,3.0,0
2511,146,0,172,1.5,0
2512,40,1,23,3.0,0
2513,147,0,47,3.0,0
2515,148,0,304,3.5,0
2516,149,0,172,2.5,0
2518,150,0,145,3.5,0
2519,151,0,211,3.5,0
2525,25,1,189,3.5,0
2528,152,0,104,4.0,0
2529,25,1,141,4.0,0
2532,46,1,35,3.5,0
2536,25,1,124,3.0,0
2538,17,1,102,4.0,0
2539,26,1,272,2.5,0
2541,46,1,102,3.5,0
2544,26,1,161,3.5,0
2545,26,1,102,3.0,0
2546,153,1,124,1.5,0
2547,154,0,22,4.0,0
2548,155,0,51,2.5,0
2549,156,0,169,3.5,0
2559,26,1,124,2.5,0
2560,157,0,172,3.0,0
2561,158,1,172,3.5,0
2562,159,0,124,3.0,0
2570,158,1,124,3.5,0
2573,158,1,208,3.5,0
2577,158,1,24,3.5,0
2582,158,1,176,3.5,0
2589,153,1,124,3.5,0
2593,48,1,211,4.0,0
2594,160,0,255,3.5,0
2601,161,0,156,2.5,0
2604,162,0,161,2.5,0
2619,163,1,68,2.5,0
2622,164,1,272,4.0,0
2627,47,1,156,4.0,0
2640,17,1,240,3.0,0
2641,165,0,68,4.5,0
2645,166,0,222,3.5,0
2659,112,1,114,3.0,0
2660,167,0,23,1.5,0
