,Unnamed: 0.1,Unnamed: 0,User_id,Location_id,POI_id,POI_Type,final_time,TimeStamp,Latitude,Longitude,Category,Combined_Category,stars,hour,day,Category_id,clusters
12,12,20,0,1333,0,Combined,2012-04-19 16:26:57+00:00,Thu Apr 19 23:26:57 +0000 2012,33.520454,-112.099745,Train Station,Travel Spot,3.5,16,2012-04-19,0,0
13,13,21,0,1333,0,Combined,2012-04-19 16:30:48+00:00,Thu Apr 19 23:30:48 +0000 2012,33.522685,-112.098055,Clothing Store,Shop,3.0,16,2012-04-19,12,0
14,14,22,0,1334,8,Combined,2012-04-19 17:15:54+00:00,Fri Apr 20 00:15:54 +0000 2012,33.574603,-112.121339,Cosmetics Shop,Shop,3.0,17,2012-04-19,3,0
15,15,23,0,1333,0,Combined,2012-04-19 17:50:57+00:00,Fri Apr 20 00:50:57 +0000 2012,33.521415000000005,-112.09548,Grocery Store,Shop,3.5,17,2012-04-19,13,0
16,16,24,0,1333,0,Combined,2012-04-19 18:24:51+00:00,Fri Apr 20 01:24:51 +0000 2012,33.522757,-112.09891299999998,Bank,School&Office,1.5,18,2012-04-19,2,0
17,17,25,0,1333,0,Combined,2012-04-19 18:37:14+00:00,Fri Apr 20 01:37:14 +0000 2012,33.520454,-112.099745,Train Station,Travel Spot,3.5,18,2012-04-19,0,0
18,18,26,0,4,4,Independent,2012-04-19 20:26:09+00:00,Fri Apr 20 03:26:09 +0000 2012,33.465472,-112.082981,Asian Restaurant,Food,2.5,20,2012-04-19,8,0
19,19,27,0,1335,9,Combined,2012-04-20 17:54:48+00:00,Sat Apr 21 00:54:48 +0000 2012,33.510046,-112.045634,Wine Shop,Shop,4.0,17,2012-04-20,14,0
20,20,28,0,10,10,Independent,2012-04-20 21:03:42+00:00,Sat Apr 21 04:03:42 +0000 2012,33.48865,-112.082403,Sandwich Place,Food,3.0,21,2012-04-20,15,0
21,21,29,0,11,11,Independent,2012-04-20 21:34:12+00:00,Sat Apr 21 04:34:12 +0000 2012,33.488271999999995,-112.081581,Grocery Store,Shop,2.5,21,2012-04-20,13,0
22,22,32,0,1,1,Independent,2012-04-28 07:41:41+00:00,Sat Apr 28 14:41:41 +0000 2012,33.43736,-111.999649,Gift Shop,Shop,3.5,7,2012-04-28,5,0
23,23,33,0,12,12,Independent,2012-04-28 19:49:47+00:00,Sun Apr 29 02:49:47 +0000 2012,33.485847,-112.06903,Chinese Restaurant,Food,4.0,19,2012-04-28,16,0
24,24,34,0,13,13,Independent,2012-04-28 20:43:50+00:00,Sun Apr 29 03:43:50 +0000 2012,33.487849,-112.074505,Drugstore / Pharmacy,Shop,2.5,20,2012-04-28,7,0
25,25,35,0,6,6,Independent,2012-04-29 11:42:51+00:00,Sun Apr 29 18:42:51 +0000 2012,33.506915,-112.074183,American Restaurant,Food,3.0,11,2012-04-29,10,0
26,26,36,0,14,14,Independent,2012-04-29 13:27:30+00:00,Sun Apr 29 20:27:30 +0000 2012,33.495761,-112.2045,Seafood Restaurant,Food,3.5,13,2012-04-29,17,0
27,27,40,0,15,15,Independent,2012-05-06 14:06:15+00:00,Sun May 06 21:06:15 +0000 2012,33.436051,-111.999527,Bagel Shop,Shop,3.0,14,2012-05-06,18,0
28,28,41,0,1333,0,Combined,2012-05-06 15:07:08+00:00,Sun May 06 22:07:08 +0000 2012,33.520454,-112.099745,Train Station,Travel Spot,3.5,15,2012-05-06,0,0
29,29,42,0,1333,0,Combined,2012-05-06 15:13:35+00:00,Sun May 06 22:13:35 +0000 2012,33.522757,-112.09891299999998,Bank,School&Office,1.5,15,2012-05-06,2,0
30,30,43,0,1333,0,Combined,2012-05-06 15:34:41+00:00,Sun May 06 22:34:41 +0000 2012,33.522777000000005,-112.09398799999998,Cosmetics Shop,Shop,3.0,15,2012-05-06,3,0
31,31,44,0,1,1,Independent,2012-05-08 19:08:12+00:00,Wed May 09 02:08:12 +0000 2012,33.43736,-111.999649,Gift Shop,Shop,3.5,19,2012-05-08,5,0
32,32,45,0,15,15,Independent,2012-05-08 19:36:05+00:00,Wed May 09 02:36:05 +0000 2012,33.436051,-111.999527,Bagel Shop,Shop,3.0,19,2012-05-08,18,0
33,33,46,0,16,16,Independent,2012-05-10 14:39:38+00:00,Thu May 10 21:39:38 +0000 2012,33.465483,-112.073146,Drugstore / Pharmacy,Shop,2.5,14,2012-05-10,7,0
34,34,47,0,17,17,Independent,2012-05-10 15:21:01+00:00,Thu May 10 22:21:01 +0000 2012,33.465521,-112.06354,Fast Food Restaurant,Food,3.5,15,2012-05-10,19,0
35,35,48,0,18,18,Independent,2012-05-11 14:30:34+00:00,Fri May 11 21:30:34 +0000 2012,33.474393,-112.06492,Pizza Place,Food,3.5,14,2012-05-11,20,0
36,36,49,0,19,19,Independent,2012-05-11 20:26:26+00:00,Sat May 12 03:26:26 +0000 2012,33.47457,-112.064849,Gastropub,Nightlife Spot,4.0,20,2012-05-11,21,0
37,37,50,0,11,11,Independent,2012-05-12 14:56:25+00:00,Sat May 12 21:56:25 +0000 2012,33.488271999999995,-112.081581,Grocery Store,Shop,2.5,14,2012-05-12,13,0
38,38,51,0,4,4,Independent,2012-05-12 15:10:26+00:00,Sat May 12 22:10:26 +0000 2012,33.465472,-112.082981,Asian Restaurant,Food,2.5,15,2012-05-12,8,0
39,39,52,0,20,20,Independent,2012-05-12 15:18:50+00:00,Sat May 12 22:18:50 +0000 2012,33.486884,-112.083777,Grocery Store,Shop,2.5,15,2012-05-12,13,0
40,40,53,0,21,21,Independent,2012-05-12 18:41:24+00:00,Sun May 13 01:41:24 +0000 2012,33.509523,-112.060233,Pizza Place,Food,3.5,18,2012-05-12,20,0
41,41,54,0,6,6,Independent,2012-05-13 14:43:55+00:00,Sun May 13 21:43:55 +0000 2012,33.506915,-112.074183,American Restaurant,Food,3.0,14,2012-05-13,10,0
42,42,55,0,22,22,Independent,2012-05-13 15:14:28+00:00,Sun May 13 22:14:28 +0000 2012,33.494488,-112.083067,Grocery Store,Shop,4.0,15,2012-05-13,13,0
43,43,56,0,1,1,Independent,2012-05-16 12:24:52+00:00,Wed May 16 19:24:52 +0000 2012,33.43736,-111.999649,Gift Shop,Shop,3.5,12,2012-05-16,5,0
44,44,57,0,23,23,Independent,2012-05-16 21:03:02+00:00,Thu May 17 04:03:02 +0000 2012,33.488921000000005,-112.082997,Mexican Restaurant,Food,3.5,21,2012-05-16,6,0
45,45,58,0,24,24,Independent,2012-05-18 15:55:21+00:00,Fri May 18 22:55:21 +0000 2012,33.486813,-112.073891,Light Rail,Travel Spot,4.0,15,2012-05-18,9,0
46,46,59,0,25,25,Independent,2012-05-18 18:04:25+00:00,Sat May 19 01:04:25 +0000 2012,33.50195,-111.95201000000002,French Restaurant,Food,5.0,18,2012-05-18,22,0
47,47,60,0,26,26,Independent,2012-05-18 23:02:26+00:00,Sat May 19 06:02:26 +0000 2012,33.49511,-112.079971,Fast Food Restaurant,Food,2.5,23,2012-05-18,19,0
48,48,63,0,1335,9,Combined,2012-05-27 14:02:02+00:00,Sun May 27 21:02:02 +0000 2012,33.50977,-112.043605,Furniture / Home Store,Shop,4.5,14,2012-05-27,23,0
49,49,64,0,6,6,Independent,2012-05-27 15:06:44+00:00,Sun May 27 22:06:44 +0000 2012,33.506915,-112.074183,American Restaurant,Food,3.0,15,2012-05-27,10,0
50,50,65,0,27,27,Independent,2012-05-27 16:51:14+00:00,Sun May 27 23:51:14 +0000 2012,33.457887,-112.068443,American Restaurant,Food,4.0,16,2012-05-27,10,0
51,51,66,0,2,2,Independent,2012-05-28 15:39:47+00:00,Mon May 28 22:39:47 +0000 2012,33.435758,-111.997897,Mexican Restaurant,Food,2.5,15,2012-05-28,6,0
52,52,67,0,1,1,Independent,2012-05-28 21:50:32+00:00,Tue May 29 04:50:32 +0000 2012,33.43736,-111.999649,Gift Shop,Shop,3.5,21,2012-05-28,5,0
53,53,69,0,1336,28,Combined,2012-06-02 16:06:51+00:00,Sat Jun 02 23:06:51 +0000 2012,33.509068,-112.070287,Automotive Shop,Shop,4.0,16,2012-06-02,24,0
54,54,70,0,1337,29,Combined,2012-06-02 16:19:35+00:00,Sat Jun 02 23:19:35 +0000 2012,33.510735,-112.085267,Grocery Store,Shop,2.5,16,2012-06-02,13,0
55,55,71,0,30,30,Independent,2012-06-02 21:31:54+00:00,Sun Jun 03 04:31:54 +0000 2012,33.494507,-111.995038,Lounge,Outdoor,4.0,21,2012-06-02,25,0
56,56,72,0,31,31,Independent,2012-06-03 14:29:50+00:00,Sun Jun 03 21:29:50 +0000 2012,33.479893,-112.091083,Burger Joint,Food,4.0,14,2012-06-03,26,0
57,57,73,0,1338,32,Combined,2012-06-03 17:58:45+00:00,Mon Jun 04 00:58:45 +0000 2012,33.453571999999994,-112.069194,Multiplex,Art&Entertainment,3.0,17,2012-06-03,27,0
58,58,74,0,15,15,Independent,2012-06-04 06:15:57+00:00,Mon Jun 04 13:15:57 +0000 2012,33.436051,-111.999527,Bagel Shop,Shop,3.0,6,2012-06-04,18,0
59,59,75,0,1,1,Independent,2012-06-04 07:12:09+00:00,Mon Jun 04 14:12:09 +0000 2012,33.43736,-111.999649,Gift Shop,Shop,3.5,7,2012-06-04,5,0
60,60,76,0,1,1,Independent,2012-06-06 09:32:08+00:00,Wed Jun 06 16:32:08 +0000 2012,33.43736,-111.999649,Gift Shop,Shop,3.5,9,2012-06-06,5,0
61,61,77,0,33,33,Independent,2012-06-06 18:25:19+00:00,Thu Jun 07 01:25:19 +0000 2012,33.491616,-112.073432,American Restaurant,Food,4.0,18,2012-06-06,10,0
62,62,81,0,1333,0,Combined,2012-06-16 12:49:41+00:00,Sat Jun 16 19:49:41 +0000 2012,33.521109,-112.094372,Movie Theater,Art&Entertainment,3.5,12,2012-06-16,28,0
63,63,82,0,1333,0,Combined,2012-06-16 15:47:58+00:00,Sat Jun 16 22:47:58 +0000 2012,33.521415000000005,-112.09548,Grocery Store,Shop,3.5,15,2012-06-16,13,0
64,64,83,0,34,34,Independent,2012-06-16 16:01:20+00:00,Sat Jun 16 23:01:20 +0000 2012,33.458791,-112.077595,Mediterranean Restaurant,Food,3.5,16,2012-06-16,29,0
65,65,84,0,34,34,Independent,2012-06-16 16:04:56+00:00,Sat Jun 16 23:04:56 +0000 2012,33.458791,-112.077595,Mediterranean Restaurant,Food,3.5,16,2012-06-16,29,0
66,66,85,0,1336,28,Combined,2012-06-17 07:02:58+00:00,Sun Jun 17 14:02:58 +0000 2012,33.509996,-112.07222,Grocery Store,Shop,3.5,7,2012-06-17,13,0
67,67,86,0,35,35,Independent,2012-06-17 09:08:39+00:00,Sun Jun 17 16:08:39 +0000 2012,33.39094,-112.013023,Farmers Market,Shop,4.0,9,2012-06-17,30,0
68,68,89,0,1,1,Independent,2012-06-27 08:37:29+00:00,Wed Jun 27 15:37:29 +0000 2012,33.43736,-111.999649,Gift Shop,Shop,3.5,8,2012-06-27,5,0
69,69,90,0,15,15,Independent,2012-06-27 09:10:56+00:00,Wed Jun 27 16:10:56 +0000 2012,33.436051,-111.999527,Bagel Shop,Shop,3.0,9,2012-06-27,18,0
70,70,91,0,1333,0,Combined,2012-06-30 19:04:40+00:00,Sun Jul 01 02:04:40 +0000 2012,33.521109,-112.094372,Movie Theater,Art&Entertainment,3.5,19,2012-06-30,28,0
71,71,92,0,1333,0,Combined,2012-06-30 21:57:38+00:00,Sun Jul 01 04:57:38 +0000 2012,33.522793,-112.09548,Mall,Shop,2.5,21,2012-06-30,1,0
72,72,94,0,1339,36,Combined,2012-07-03 12:37:18+00:00,Tue Jul 03 19:37:18 +0000 2012,33.447369,-112.072896,American Restaurant,Food,4.0,12,2012-07-03,10,0
73,73,95,0,1338,32,Combined,2012-07-03 19:47:55+00:00,Wed Jul 04 02:47:55 +0000 2012,33.453571999999994,-112.069194,Multiplex,Art&Entertainment,3.0,19,2012-07-03,27,0
74,74,98,0,1,1,Independent,2012-07-07 07:24:29+00:00,Sat Jul 07 14:24:29 +0000 2012,33.43736,-111.999649,Gift Shop,Shop,3.5,7,2012-07-07,5,0
75,75,99,0,23,23,Independent,2012-07-07 18:58:01+00:00,Sun Jul 08 01:58:01 +0000 2012,33.488921000000005,-112.082997,Mexican Restaurant,Food,3.5,18,2012-07-07,6,0
76,76,101,0,5,5,Independent,2012-07-27 16:12:03+00:00,Fri Jul 27 23:12:03 +0000 2012,33.495619,-112.073802,Light Rail,Travel Spot,1.0,16,2012-07-27,9,0
77,77,102,0,5,5,Independent,2012-07-27 18:46:25+00:00,Sat Jul 28 01:46:25 +0000 2012,33.495619,-112.073802,Light Rail,Travel Spot,1.0,18,2012-07-27,9,0
78,78,104,0,23,23,Independent,2012-07-29 08:14:57+00:00,Sun Jul 29 15:14:57 +0000 2012,33.488921000000005,-112.082997,Mexican Restaurant,Food,3.5,8,2012-07-29,6,0
79,79,105,0,37,37,Independent,2012-07-29 17:25:22+00:00,Mon Jul 30 00:25:22 +0000 2012,33.4791,-112.073512,Asian Restaurant,Food,3.5,17,2012-07-29,8,0
80,80,108,0,38,38,Independent,2012-08-10 19:38:25+00:00,Sat Aug 11 02:38:25 +0000 2012,33.490891,-112.047951,Gay Bar,Nightlife Spot,2.5,19,2012-08-10,31,0
81,81,109,0,39,39,Independent,2012-08-10 21:34:13+00:00,Sat Aug 11 04:34:13 +0000 2012,33.490961,-112.047954,Gay Bar,Nightlife Spot,4.0,21,2012-08-10,31,0
82,82,111,0,7,7,Independent,2012-08-16 13:04:43+00:00,Thu Aug 16 20:04:43 +0000 2012,33.450507,-112.072668,Spa / Massage,Shop,4.0,13,2012-08-16,11,0
83,83,112,0,1333,0,Combined,2012-08-16 16:54:47+00:00,Thu Aug 16 23:54:47 +0000 2012,33.522793,-112.09548,Mall,Shop,2.5,16,2012-08-16,1,0
84,84,113,0,1333,0,Combined,2012-08-16 17:01:00+00:00,Fri Aug 17 00:01:00 +0000 2012,33.522757,-112.09891299999998,Bank,School&Office,1.5,17,2012-08-16,2,0
85,85,114,0,1333,0,Combined,2012-09-09 12:23:28+00:00,Sun Sep 09 19:23:28 +0000 2012,33.521415000000005,-112.09548,Grocery Store,Shop,3.5,12,2012-09-09,13,0
86,86,115,0,34,34,Independent,2012-09-09 14:06:38+00:00,Sun Sep 09 21:06:38 +0000 2012,33.458791,-112.077595,Mediterranean Restaurant,Food,3.5,14,2012-09-09,29,0
87,87,119,0,40,40,Independent,2012-11-06 15:33:53+00:00,Tue Nov 06 22:33:53 +0000 2012,33.488667,-112.082428,Salon / Barbershop,Shop,3.5,15,2012-11-06,32,0
88,88,120,0,11,11,Independent,2012-11-06 15:51:22+00:00,Tue Nov 06 22:51:22 +0000 2012,33.488271999999995,-112.081581,Grocery Store,Shop,2.5,15,2012-11-06,13,0
89,89,122,0,3,3,Independent,2012-11-19 16:29:20+00:00,Mon Nov 19 23:29:20 +0000 2012,33.465893,-112.060629,Drugstore / Pharmacy,Shop,2.5,16,2012-11-19,7,0
90,90,123,0,24,24,Independent,2012-11-19 17:10:13+00:00,Tue Nov 20 00:10:13 +0000 2012,33.486813,-112.073891,Light Rail,Travel Spot,4.0,17,2012-11-19,9,0
91,91,124,0,13,13,Independent,2012-11-19 17:11:51+00:00,Tue Nov 20 00:11:51 +0000 2012,33.487849,-112.074505,Drugstore / Pharmacy,Shop,2.5,17,2012-11-19,7,0
92,92,125,0,1333,0,Combined,2012-11-23 12:48:00+00:00,Fri Nov 23 19:48:00 +0000 2012,33.520454,-112.099745,Train Station,Travel Spot,3.5,12,2012-11-23,0,0
93,93,126,0,1333,0,Combined,2012-11-23 12:54:25+00:00,Fri Nov 23 19:54:25 +0000 2012,33.522793,-112.09548,Mall,Shop,2.5,12,2012-11-23,1,0
94,94,127,0,1333,0,Combined,2012-11-23 13:02:26+00:00,Fri Nov 23 20:02:26 +0000 2012,33.521109,-112.094372,Movie Theater,Art&Entertainment,3.5,13,2012-11-23,28,0
95,95,128,0,34,34,Independent,2012-11-23 16:21:08+00:00,Fri Nov 23 23:21:08 +0000 2012,33.458791,-112.077595,Mediterranean Restaurant,Food,3.5,16,2012-11-23,29,0
96,96,129,0,11,11,Independent,2012-11-23 21:39:27+00:00,Sat Nov 24 04:39:27 +0000 2012,33.488271999999995,-112.081581,Grocery Store,Shop,2.5,21,2012-11-23,13,0
97,97,131,0,11,11,Independent,2012-12-01 15:24:49+00:00,Sat Dec 01 22:24:49 +0000 2012,33.488271999999995,-112.081581,Grocery Store,Shop,2.5,15,2012-12-01,13,0
98,98,132,0,13,13,Independent,2012-12-01 16:56:50+00:00,Sat Dec 01 23:56:50 +0000 2012,33.487849,-112.074505,Drugstore / Pharmacy,Shop,2.5,16,2012-12-01,7,0
99,99,133,0,41,41,Independent,2012-12-01 20:10:19+00:00,Sun Dec 02 03:10:19 +0000 2012,33.454991,-112.079923,Pizza Place,Food,4.5,20,2012-12-01,20,0
100,100,134,0,42,42,Independent,2012-12-07 20:22:53+00:00,Sat Dec 08 03:22:53 +0000 2012,33.458692,-112.069473,Art Gallery,Art&Entertainment,4.0,20,2012-12-07,33,0
101,101,135,0,27,27,Independent,2012-12-07 22:36:33+00:00,Sat Dec 08 05:36:33 +0000 2012,33.457887,-112.068443,American Restaurant,Food,4.0,22,2012-12-07,10,0
102,102,136,0,1333,0,Combined,2012-12-08 16:01:44+00:00,Sat Dec 08 23:01:44 +0000 2012,33.522793,-112.09548,Mall,Shop,2.5,16,2012-12-08,1,0
103,103,137,0,43,43,Independent,2012-12-08 22:34:00+00:00,Sun Dec 09 05:34:00 +0000 2012,33.490372,-112.06531,Gay Bar,Nightlife Spot,3.5,22,2012-12-08,31,0
104,104,138,0,44,44,Independent,2012-12-14 12:38:15+00:00,Fri Dec 14 19:38:15 +0000 2012,33.500469,-112.074053,Coffee Shop,Drink,4.5,12,2012-12-14,34,0
105,105,139,0,3,3,Independent,2012-12-14 17:33:09+00:00,Sat Dec 15 00:33:09 +0000 2012,33.465893,-112.060629,Drugstore / Pharmacy,Shop,2.5,17,2012-12-14,7,0
106,106,140,0,45,45,Independent,2012-12-17 14:51:32+00:00,Mon Dec 17 21:51:32 +0000 2012,33.500596,-112.074195,Sandwich Place,Food,4.0,14,2012-12-17,15,0
107,107,141,0,46,46,Independent,2012-12-17 19:44:53+00:00,Tue Dec 18 02:44:53 +0000 2012,33.436831,-111.999347,Deli / Bodega,Food,3.0,19,2012-12-17,35,0
108,108,143,0,1335,9,Combined,2013-01-01 17:47:02+00:00,Wed Jan 02 00:47:02 +0000 2013,33.50977,-112.043605,Furniture / Home Store,Shop,4.5,17,2013-01-01,23,0
109,109,144,0,22,22,Independent,2013-01-01 17:57:22+00:00,Wed Jan 02 00:57:22 +0000 2013,33.494488,-112.083067,Grocery Store,Shop,4.0,17,2013-01-01,13,0
110,110,145,0,27,27,Independent,2013-01-01 18:15:08+00:00,Wed Jan 02 01:15:08 +0000 2013,33.457887,-112.068443,American Restaurant,Food,4.0,18,2013-01-01,10,0
111,111,146,0,1333,0,Combined,2013-01-02 13:39:15+00:00,Wed Jan 02 20:39:15 +0000 2013,33.522793,-112.09548,Mall,Shop,2.5,13,2013-01-02,1,0
112,112,147,0,1333,0,Combined,2013-01-02 14:13:10+00:00,Wed Jan 02 21:13:10 +0000 2013,33.522777000000005,-112.09398799999998,Cosmetics Shop,Shop,3.0,14,2013-01-02,3,0
113,113,149,0,13,13,Independent,2013-01-05 17:22:30+00:00,Sun Jan 06 00:22:30 +0000 2013,33.487849,-112.074505,Drugstore / Pharmacy,Shop,2.5,17,2013-01-05,7,0
114,114,150,0,1335,9,Combined,2013-01-05 18:59:27+00:00,Sun Jan 06 01:59:27 +0000 2013,33.510046,-112.045634,Wine Shop,Shop,4.0,18,2013-01-05,14,0
115,115,151,0,1340,47,Combined,2013-01-05 19:22:43+00:00,Sun Jan 06 02:22:43 +0000 2013,33.510619,-112.028247,Gourmet Shop,Food,4.0,19,2013-01-05,36,0
116,116,153,0,48,48,Independent,2013-01-12 13:19:28+00:00,Sat Jan 12 20:19:28 +0000 2013,33.524104,-112.065443,Drugstore / Pharmacy,Shop,2.0,13,2013-01-12,7,0
117,117,154,0,1333,0,Combined,2013-01-12 13:42:45+00:00,Sat Jan 12 20:42:45 +0000 2013,33.521109,-112.094372,Movie Theater,Art&Entertainment,3.5,13,2013-01-12,28,0
118,118,155,0,1333,0,Combined,2013-01-12 15:11:52+00:00,Sat Jan 12 22:11:52 +0000 2013,33.522757,-112.09891299999998,Bank,School&Office,1.5,15,2013-01-12,2,0
119,119,156,0,49,49,Independent,2013-01-13 12:58:20+00:00,Sun Jan 13 19:58:20 +0000 2013,33.435272999999995,-112.074366,Southern / Soul Food Restaurant,Food,3.5,12,2013-01-13,37,0
120,120,157,0,50,50,Independent,2013-01-13 17:27:43+00:00,Mon Jan 14 00:27:43 +0000 2013,33.508677,-112.082175,Antique Shop,Shop,4.0,17,2013-01-13,38,0
121,121,159,0,3,3,Independent,2013-01-24 11:29:20+00:00,Thu Jan 24 18:29:20 +0000 2013,33.465893,-112.060629,Drugstore / Pharmacy,Shop,2.5,11,2013-01-24,7,0
122,122,160,0,51,51,Independent,2013-01-24 11:39:18+00:00,Thu Jan 24 18:39:18 +0000 2013,33.466302,-112.065932,Bagel Shop,Shop,2.5,11,2013-01-24,18,0
123,123,161,0,24,24,Independent,2013-01-24 14:11:24+00:00,Thu Jan 24 21:11:24 +0000 2013,33.486813,-112.073891,Light Rail,Travel Spot,4.0,14,2013-01-24,9,0
124,124,164,0,1333,0,Combined,2013-02-05 10:12:23+00:00,Tue Feb 05 17:12:23 +0000 2013,33.520454,-112.099745,Train Station,Travel Spot,3.5,10,2013-02-05,0,0
125,125,165,0,1333,0,Combined,2013-02-05 10:15:20+00:00,Tue Feb 05 17:15:20 +0000 2013,33.522757,-112.09891299999998,Bank,School&Office,1.5,10,2013-02-05,2,0
126,126,166,0,1333,0,Combined,2013-02-05 10:19:09+00:00,Tue Feb 05 17:19:09 +0000 2013,33.522904,-112.095368,Optical Shop,Shop,2.0,10,2013-02-05,39,0
127,127,167,0,1333,0,Combined,2013-02-05 11:34:20+00:00,Tue Feb 05 18:34:20 +0000 2013,33.522777000000005,-112.09398799999998,Cosmetics Shop,Shop,3.0,11,2013-02-05,3,0
128,128,168,0,52,52,Independent,2013-02-10 10:44:15+00:00,Sun Feb 10 17:44:15 +0000 2013,33.506492,-112.073664,Art Gallery,Art&Entertainment,4.5,10,2013-02-10,33,0
129,129,169,0,44,44,Independent,2013-02-10 13:29:50+00:00,Sun Feb 10 20:29:50 +0000 2013,33.500469,-112.074053,Coffee Shop,Drink,4.5,13,2013-02-10,34,0
130,130,170,0,1333,0,Combined,2013-02-16 16:13:43+00:00,Sat Feb 16 23:13:43 +0000 2013,33.521109,-112.094372,Movie Theater,Art&Entertainment,3.5,16,2013-02-16,28,0
131,131,171,0,23,23,Independent,2013-02-16 20:13:04+00:00,Sun Feb 17 03:13:04 +0000 2013,33.488921000000005,-112.082997,Mexican Restaurant,Food,3.5,20,2013-02-16,6,0
132,132,172,0,53,53,Independent,2013-02-25 13:26:38+00:00,Mon Feb 25 20:26:38 +0000 2013,33.510827,-112.09172,Doctor's Office,Shop,4.0,13,2013-02-25,40,0
133,133,173,0,1333,0,Combined,2013-02-25 14:08:37+00:00,Mon Feb 25 21:08:37 +0000 2013,33.520454,-112.099745,Train Station,Travel Spot,3.5,14,2013-02-25,0,0
134,134,174,0,1333,0,Combined,2013-02-25 14:56:01+00:00,Mon Feb 25 21:56:01 +0000 2013,33.521415000000005,-112.09548,Grocery Store,Shop,3.5,14,2013-02-25,13,0
135,135,176,0,1333,0,Combined,2013-03-06 15:08:58+00:00,Wed Mar 06 22:08:58 +0000 2013,33.522793,-112.09548,Mall,Shop,2.5,15,2013-03-06,1,0
136,136,177,0,1333,0,Combined,2013-03-06 15:38:57+00:00,Wed Mar 06 22:38:57 +0000 2013,33.522777000000005,-112.09398799999998,Cosmetics Shop,Shop,3.0,15,2013-03-06,3,0
137,137,178,0,1333,0,Combined,2013-03-06 16:30:58+00:00,Wed Mar 06 23:30:58 +0000 2013,33.521415000000005,-112.09548,Grocery Store,Shop,3.5,16,2013-03-06,13,0
138,138,179,0,1333,0,Combined,2013-03-06 17:17:38+00:00,Thu Mar 07 00:17:38 +0000 2013,33.520454,-112.099745,Train Station,Travel Spot,3.5,17,2013-03-06,0,0
139,139,180,0,13,13,Independent,2013-03-09 20:11:59+00:00,Sun Mar 10 03:11:59 +0000 2013,33.487849,-112.074505,Drugstore / Pharmacy,Shop,2.5,20,2013-03-09,7,0
140,140,181,0,1333,0,Combined,2013-03-09 20:55:56+00:00,Sun Mar 10 03:55:56 +0000 2013,33.522793,-112.09548,Mall,Shop,2.5,20,2013-03-09,1,0
141,141,185,0,23,23,Independent,2013-03-16 15:12:35+00:00,Sat Mar 16 22:12:35 +0000 2013,33.488921000000005,-112.082997,Mexican Restaurant,Food,3.5,15,2013-03-16,6,0
142,142,186,0,43,43,Independent,2013-03-16 23:22:38+00:00,Sun Mar 17 06:22:38 +0000 2013,33.490372,-112.06531,Gay Bar,Nightlife Spot,3.5,23,2013-03-16,31,0
