,Item_id,POI_Type,L2_Category_name,stars,clusters
351,166,0,208,1.0,0
352,167,0,104,1.0,0
355,168,0,100,1.0,0
356,51,1,46,1.0,0
357,51,1,159,1.0,0
358,169,0,100,1.0,0
359,170,1,168,1.0,0
363,51,1,168,1.0,0
365,171,0,210,1.0,0
367,172,0,116,1.0,0
368,5,1,78,1.0,0
369,173,0,130,1.0,0
373,165,1,241,1.0,0
374,165,1,55,1.0,0
376,165,1,40,1.0,0
379,174,0,26,1.0,0
380,175,0,186,1.0,0
383,176,0,40,1.0,0
384,177,0,76,1.0,0
385,132,1,196,1.0,0
389,88,1,187,1.0,0
390,178,0,4,1.0,0
392,179,1,137,1.0,0
393,180,0,93,1.0,0
394,179,1,231,1.0,0
395,44,1,50,1.0,0
398,181,0,131,1.0,0
399,182,1,130,1.0,0
401,183,0,55,1.0,0
403,184,0,7,1.0,0
405,185,0,122,1.0,0
406,186,0,186,1.0,0
407,187,0,49,1.0,0
409,188,0,118,1.0,0
410,189,0,100,1.0,0
411,190,1,118,1.0,0
412,190,1,104,1.0,0
413,191,1,78,1.0,0
414,192,1,93,1.0,0
415,193,0,187,1.0,0
416,170,1,78,1.0,0
419,192,1,32,1.0,0
420,122,1,146,1.0,0
421,194,0,172,1.0,0
422,195,0,200,1.0,0
423,196,0,109,1.0,0
425,89,1,32,1.0,0
426,122,1,104,1.0,0
427,197,0,172,1.0,0
430,198,0,100,1.0,0
432,88,1,237,1.0,0
434,199,0,124,1.0,0
436,87,1,87,1.0,0
437,152,1,118,1.0,0
438,135,1,5,1.0,0
439,135,1,32,1.0,0
441,200,0,100,1.0,0
442,201,0,151,1.0,0
443,202,0,100,1.0,0
445,203,0,55,1.0,0
448,204,1,237,1.0,0
449,204,1,206,1.0,0
450,205,0,93,1.0,0
453,206,0,150,1.0,0
454,44,1,71,1.0,0
455,207,0,39,1.0,0
456,208,0,49,1.0,0
458,132,1,168,1.0,0
459,209,0,142,1.0,0
460,210,0,114,1.0,0
463,211,0,200,1.0,0
468,212,0,55,1.0,0
469,127,1,100,1.0,0
471,127,1,146,1.0,0
472,213,0,61,1.0,0
475,214,0,109,1.0,0
479,95,1,49,1.0,0
481,215,0,93,1.0,0
487,33,1,36,1.0,0
490,51,1,49,1.0,0
491,51,1,257,1.0,0
492,88,1,55,1.0,0
494,29,1,196,1.0,0
496,216,0,34,1.0,0
497,217,0,55,1.0,0
499,122,1,93,1.0,0
500,218,0,181,1.0,0
502,219,0,93,1.0,0
503,220,0,191,1.0,0
504,221,0,100,1.0,0
508,87,1,55,1.0,0
509,222,0,179,1.0,0
513,51,1,5,1.0,0
515,12,1,195,1.0,0
518,159,1,49,1.0,0
519,40,1,237,1.0,0
526,223,0,231,1.0,0
531,224,0,0,1.0,0
540,225,0,172,1.0,0
541,226,1,40,1.0,0
542,227,0,172,1.0,0
544,87,1,100,1.0,0
546,228,0,122,1.0,0
548,89,1,118,1.0,0
549,229,0,104,1.0,0
553,54,1,42,1.0,0
554,230,0,227,1.0,0
556,231,0,115,1.0,0
558,95,1,40,1.0,0
560,85,1,55,1.0,0
565,232,0,55,1.0,0
567,233,1,53,1.0,0
568,60,1,149,1.0,0
570,60,1,0,1.0,0
573,234,0,7,1.0,0
574,33,1,42,1.0,0
575,32,1,20,1.0,0
577,87,1,107,1.0,0
578,179,1,168,1.0,0
579,235,0,42,1.0,0
580,236,1,80,1.0,0
581,182,1,42,1.0,0
582,237,0,42,1.0,0
583,238,0,55,1.0,0
584,239,0,200,1.0,0
585,240,0,55,1.0,0
586,241,0,142,1.0,0
590,242,0,7,1.0,0
592,243,0,93,1.0,0
595,244,0,151,1.0,0
597,245,0,183,1.0,0
600,60,1,256,1.0,0
601,246,0,147,1.0,0
609,125,1,100,1.0,0
610,125,1,162,1.0,0
612,6,1,3,1.0,0
615,87,1,200,1.0,0
620,247,0,71,1.0,0
621,248,0,71,1.0,0
623,249,0,210,1.0,0
625,250,0,93,1.0,0
626,251,0,81,1.0,0
629,252,0,89,1.0,0
630,253,0,42,1.0,0
632,54,1,46,1.0,0
633,254,0,5,1.0,0
636,255,0,31,1.0,0
637,256,0,186,1.0,0
638,257,0,109,1.0,0
639,31,1,28,1.0,0
640,258,0,32,1.0,0
642,60,1,5,1.0,0
643,259,0,17,1.0,0
644,260,0,188,1.0,0
645,110,1,54,1.0,0
648,261,0,55,1.0,0
649,262,0,36,1.0,0
650,263,1,55,1.0,0
654,70,1,257,1.0,0
656,131,1,168,1.0,0
657,89,1,206,1.0,0
660,264,0,239,1.0,0
661,265,0,78,1.0,0
664,266,0,210,1.0,0
666,267,0,55,1.0,0
667,268,0,210,1.0,0
671,14,1,237,1.0,0
674,132,1,237,1.0,0
676,33,1,210,1.0,0
677,269,1,55,1.0,0
678,270,0,93,1.0,0
679,89,1,93,1.0,0
680,89,1,40,1.0,0
681,271,0,172,1.0,0
682,89,1,237,1.0,0
684,272,0,50,1.0,0
687,70,1,5,1.0,0
688,273,0,58,1.0,0
693,274,0,210,1.0,0
696,275,0,42,1.0,0
697,276,0,200,1.0,0
698,277,0,191,1.0,0
699,165,1,13,1.0,0
700,165,1,237,1.0,0
701,278,0,191,1.0,0
702,279,0,104,1.0,0
703,280,1,100,1.0,0
704,281,0,191,1.0,0
706,282,0,89,1.0,0
713,283,0,183,1.0,0
715,284,0,114,1.0,0
717,30,1,104,1.0,0
723,69,1,49,1.0,0
727,70,1,33,1.0,0
732,116,1,40,1.0,0
734,285,0,200,1.0,0
735,286,0,226,1.0,0
738,85,1,231,1.0,0
741,287,0,93,1.0,0
742,288,0,40,1.0,0
744,289,0,100,1.0,0
745,1,1,168,1.0,0
746,1,1,137,1.0,0
747,122,1,78,1.0,0
748,122,1,100,1.0,0
749,290,1,200,1.0,0
750,290,1,93,1.0,0
751,291,0,138,1.0,0
752,292,0,138,1.0,0
753,290,1,19,1.0,0
756,293,0,138,1.0,0
758,294,0,55,1.0,0
766,295,0,4,1.0,0
767,116,1,78,1.0,0
770,4,1,55,1.0,0
773,296,0,100,1.0,0
774,131,1,55,1.0,0
776,297,0,159,1.0,0
777,298,0,93,1.0,0
778,299,0,100,1.0,0
780,300,0,241,1.0,0
782,301,1,42,1.0,0
783,302,0,55,1.0,0
784,125,1,168,1.0,0
785,125,1,55,1.0,0
786,303,0,80,1.0,0
787,304,0,100,1.0,0
788,14,1,208,1.0,0
790,4,1,130,1.0,0
791,305,0,231,1.0,0
792,306,1,118,1.0,0
793,307,1,227,1.0,0
798,308,0,34,1.0,0
799,309,0,206,1.0,0
800,310,0,100,1.0,0
801,76,1,227,1.0,0
804,311,0,42,1.0,0
805,5,1,42,1.0,0
806,312,0,42,1.0,0
807,313,0,206,1.0,0
808,155,1,237,1.0,0
809,155,1,144,1.0,0
810,314,0,118,1.0,0
814,315,0,241,1.0,0
815,56,1,175,1.0,0
816,316,0,100,1.0,0
817,317,0,13,1.0,0
819,318,0,58,1.0,0
820,319,1,202,1.0,0
821,320,0,5,1.0,0
822,321,0,259,1.0,0
824,322,0,181,1.0,0
825,323,0,181,1.0,0
826,324,0,181,1.0,0
828,325,0,100,1.0,0
834,326,0,124,1.0,0
836,327,0,104,1.0,0
842,328,0,100,1.0,0
843,329,0,93,1.0,0
846,330,0,118,1.0,0
850,132,1,42,1.0,0
851,331,0,93,1.0,0
852,159,1,125,1.0,0
854,332,0,100,1.0,0
860,333,0,196,1.0,0
863,95,1,187,1.0,0
865,33,1,227,1.0,0
867,70,1,138,1.0,0
870,32,1,138,1.0,0
871,56,1,196,1.0,0
875,334,0,169,1.0,0
878,335,0,200,1.0,0
883,336,0,198,1.0,0
886,337,0,119,1.0,0
890,338,1,78,1.0,0
894,32,1,118,1.0,0
899,338,1,19,1.0,0
902,339,0,32,1.0,0
907,340,1,42,1.0,0
908,341,0,146,1.0,0
909,342,0,226,1.0,0
910,343,0,119,1.0,0
914,344,0,93,1.0,0
915,345,0,122,1.0,0
918,346,0,17,1.0,0
920,347,0,22,1.0,0
922,348,0,243,1.0,0
926,349,0,42,1.0,0
941,32,1,89,1.0,0
945,350,0,80,1.0,0
947,32,1,49,1.0,0
949,351,1,78,1.0,0
950,352,0,103,1.0,0
958,33,1,55,1.0,0
964,353,0,100,1.0,0
966,6,1,2,1.0,0
969,354,0,206,1.0,0
970,355,0,89,1.0,0
974,12,1,183,1.0,0
977,356,0,114,1.0,0
982,357,0,55,1.0,0
985,358,0,175,1.0,0
986,351,1,175,1.0,0
987,359,0,175,1.0,0
989,131,1,77,1.0,0
990,360,0,119,1.0,0
993,56,1,138,1.0,0
995,51,1,246,1.0,0
996,361,0,49,1.0,0
999,362,0,118,1.0,0
1000,363,0,118,1.0,0
1004,364,0,49,1.0,0
1005,365,0,171,1.0,0
1007,366,1,19,1.0,0
1010,114,1,50,1.0,0
1011,367,0,42,1.0,0
1012,368,0,43,1.0,0
1013,122,1,5,1.0,0
1014,122,1,168,1.0,0
1015,369,0,65,1.0,0
1016,370,0,55,1.0,0
1017,122,1,206,1.0,0
1018,122,1,84,1.0,0
1021,122,1,32,1.0,0
1023,122,1,55,1.0,0
1024,122,1,137,1.0,0
1027,371,0,13,1.0,0
1028,372,0,100,1.0,0
1034,373,0,123,1.0,0
1036,31,1,80,1.0,0
1040,374,0,7,1.0,0
1041,375,0,42,1.0,0
1044,376,0,13,1.0,0
1048,70,1,115,1.0,0
1054,60,1,219,1.0,0
1059,377,0,147,1.0,0
1061,378,1,40,1.0,0
1063,127,1,104,1.0,0
1064,379,0,191,1.0,0
1066,70,1,196,1.0,0
1073,380,0,100,1.0,0
1075,381,0,50,1.0,0
1081,30,1,13,1.0,0
1082,382,0,181,1.0,0
1083,383,0,93,1.0,0
1084,384,0,208,1.0,0
1085,385,0,124,1.0,0
1086,386,0,162,1.0,0
1087,387,0,198,1.0,0
1088,388,0,114,1.0,0
1089,389,0,215,1.0,0
1098,5,1,33,1.0,0
1101,390,0,131,1.0,0
1104,391,0,152,1.0,0
1106,392,0,50,1.0,0
1107,393,0,100,1.0,0
1110,394,0,40,1.0,0
1114,395,0,26,1.0,0
1115,396,0,40,1.0,0
1124,397,0,131,1.0,0
1125,398,0,13,1.0,0
1130,32,1,32,1.0,0
1131,399,0,186,1.0,0
1133,400,0,210,1.0,0
1135,401,0,189,1.0,0
1136,402,0,187,1.0,0
1139,403,0,26,1.0,0
1140,404,0,122,1.0,0
1143,405,0,196,1.0,0
1144,67,1,150,1.0,0
1149,12,1,42,1.0,0
1151,406,0,137,1.0,0
1153,407,0,25,1.0,0
1155,408,0,26,1.0,0
1166,135,1,100,1.0,0
1169,159,1,137,1.0,0
1173,409,1,187,1.0,0
1175,410,0,175,1.0,0
1179,411,0,175,1.0,0
1180,51,1,138,1.0,0
1184,412,0,168,1.0,0
1189,127,1,138,1.0,0
1192,413,0,145,1.0,0
1197,414,0,237,1.0,0
1200,87,1,154,1.0,0
1201,415,0,50,1.0,0
1205,416,0,10,1.0,0
1215,60,1,40,1.0,0
1218,70,1,237,1.0,0
1224,417,0,35,1.0,0
1225,418,0,208,1.0,0
1227,419,0,11,1.0,0
1229,420,0,39,1.0,0
1233,421,0,208,1.0,0
1240,409,1,231,1.0,0
1242,70,1,210,1.0,0
1257,122,1,42,1.0,0
1259,122,1,49,1.0,0
1263,60,1,257,1.0,0
1272,422,0,211,1.0,0
1275,423,1,223,1.0,0
1276,424,0,10,1.0,0
1278,425,0,163,1.0,0
1279,426,0,100,1.0,0
1280,427,0,93,1.0,0
1281,165,1,235,1.0,0
1282,428,1,10,1.0,0
1284,429,0,49,1.0,0
1285,430,0,110,1.0,0
1292,116,1,237,1.0,0
1293,116,1,87,1.0,0
1295,116,1,93,1.0,0
1297,338,1,100,1.0,0
1298,72,1,100,1.0,0
1302,95,1,130,1.0,0
1307,431,0,14,1.0,0
1310,432,0,55,1.0,0
1311,433,0,55,1.0,0
1312,434,0,42,1.0,0
1313,435,0,118,1.0,0
1314,436,0,42,1.0,0
1316,437,0,159,1.0,0
1321,438,0,14,1.0,0
1324,439,0,49,1.0,0
1334,440,0,5,1.0,0
1335,441,0,114,1.0,0
1340,442,0,122,1.0,0
1355,30,1,40,1.0,0
1370,301,1,210,1.0,0
1371,443,0,89,1.0,0
1372,444,0,89,1.0,0
1373,445,0,93,1.0,0
1374,446,0,183,1.0,0
1375,192,1,168,1.0,0
1376,170,1,13,1.0,0
1379,69,1,87,1.0,0
1383,60,1,155,1.0,0
1384,60,1,87,1.0,0
1389,14,1,72,1.0,0
1390,447,0,33,1.0,0
1397,448,0,80,1.0,0
1399,340,1,93,1.0,0
1400,449,0,100,1.0,0
1403,307,1,114,1.0,0
1405,450,0,93,1.0,0
1407,451,0,100,1.0,0
1409,452,0,81,1.0,0
1410,40,1,108,1.0,0
1413,453,0,181,1.0,0
1414,454,0,55,1.0,0
1415,455,0,100,1.0,0
1416,1,1,34,1.0,0
1418,1,1,49,1.0,0
1421,301,1,104,1.0,0
1422,456,0,26,1.0,0
1425,1,1,198,1.0,0
1427,95,1,213,1.0,0
1429,457,0,65,1.0,0
1430,458,0,237,1.0,0
1432,459,0,100,1.0,0
1439,460,0,89,1.0,0
1440,461,0,138,1.0,0
1442,462,0,163,1.0,0
1443,463,0,96,1.0,0
1450,464,0,100,1.0,0
1453,51,1,147,1.0,0
1456,33,1,231,1.0,0
1459,179,1,12,1.0,0
1460,179,1,104,1.0,0
1464,14,1,42,1.0,0
1468,465,1,13,1.0,0
1470,466,0,114,1.0,0
1471,4,1,138,1.0,0
1472,467,0,74,1.0,0
1473,468,0,144,1.0,0
1479,70,1,42,1.0,0
1481,469,0,93,1.0,0
1483,470,0,71,1.0,0
1485,471,0,100,1.0,0
1489,472,0,49,1.0,0
1492,340,1,78,1.0,0
1494,473,0,104,1.0,0
1500,474,0,175,1.0,0
1504,475,0,13,1.0,0
1506,476,0,159,1.0,0
1517,477,0,13,1.0,0
1519,70,1,87,1.0,0
1520,60,1,104,1.0,0
1523,478,0,190,1.0,0
1525,479,0,131,1.0,0
1526,480,0,118,1.0,0
1528,481,0,82,1.0,0
1533,110,1,200,1.0,0
1539,482,0,100,1.0,0
1540,54,1,71,1.0,0
1541,54,1,81,1.0,0
1545,116,1,196,1.0,0
1546,116,1,5,1.0,0
1548,483,0,80,1.0,0
1559,484,0,107,1.0,0
1561,131,1,130,1.0,0
1567,33,1,138,1.0,0
1569,60,1,210,1.0,0
1572,192,1,137,1.0,0
1574,122,1,237,1.0,0
1580,485,0,100,1.0,0
1584,486,0,36,1.0,0
1587,116,1,49,1.0,0
1592,378,1,206,1.0,0
1594,487,0,49,1.0,0
1597,488,0,147,1.0,0
1598,489,0,26,1.0,0
1600,122,1,105,1.0,0
1602,490,0,34,1.0,0
1605,491,0,104,1.0,0
1608,423,1,138,1.0,0
1609,492,0,118,1.0,0
1612,493,0,226,1.0,0
1613,494,0,190,1.0,0
1619,51,1,241,1.0,0
1622,495,0,122,1.0,0
1626,165,1,181,1.0,0
1628,496,1,49,1.0,0
1639,497,0,198,1.0,0
1646,116,1,138,1.0,0
1654,498,0,104,1.0,0
1656,54,1,243,1.0,0
1664,148,1,98,1.0,0
1672,499,1,168,1.0,0
1673,423,1,104,1.0,0
1681,500,0,100,1.0,0
1683,51,1,184,1.0,0
1684,501,0,147,1.0,0
1686,306,1,137,1.0,0
1688,502,0,210,1.0,0
1692,503,0,252,1.0,0
1695,504,0,34,1.0,0
1700,505,1,163,1.0,0
1701,506,0,157,1.0,0
1703,507,0,163,1.0,0
1704,508,0,94,1.0,0
1706,509,0,126,1.0,0
1707,510,0,172,1.0,0
1711,51,1,80,1.0,0
1728,179,1,210,1.0,0
1731,40,1,191,1.0,0
1742,511,0,22,1.0,0
1743,512,0,100,1.0,0
1744,513,0,137,1.0,0
1753,514,0,158,1.0,0
1754,515,0,151,1.0,0
1757,516,0,100,1.0,0
1759,6,1,137,1.0,0
1767,517,0,172,1.0,0
1770,518,0,49,1.0,0
1772,6,1,42,1.0,0
1790,519,0,42,1.0,0
1792,520,0,191,1.0,0
1793,521,0,146,1.0,0
1794,522,0,93,1.0,0
1796,40,1,231,1.0,0
1797,340,1,104,1.0,0
1803,60,1,78,1.0,0
1805,523,0,100,1.0,0
1807,70,1,13,1.0,0
1808,524,0,119,1.0,0
1809,525,0,100,1.0,0
1811,526,0,100,1.0,0
1812,527,0,118,1.0,0
1815,51,1,130,1.0,0
1823,306,1,104,1.0,0
1824,69,1,93,1.0,0
1825,60,1,72,1.0,0
1826,528,0,181,1.0,0
1829,116,1,118,1.0,0
1831,57,1,39,1.0,0
1832,529,1,159,1.0,0
1834,60,1,21,1.0,0
1852,69,1,53,1.0,0
1857,530,0,241,1.0,0
1863,531,0,89,1.0,0
1871,33,1,78,1.0,0
1872,33,1,151,1.0,0
1879,532,0,189,1.0,0
1881,533,0,175,1.0,0
1882,534,0,49,1.0,0
1884,535,0,253,1.0,0
1886,536,0,67,1.0,0
1887,537,0,100,1.0,0
1892,538,0,119,1.0,0
1893,152,1,119,1.0,0
1894,539,0,81,1.0,0
1900,540,0,100,1.0,0
1902,541,0,100,1.0,0
1903,542,1,215,1.0,0
1904,543,0,167,1.0,0
1905,122,1,118,1.0,0
1910,85,1,42,1.0,0
1913,544,0,5,1.0,0
1914,545,0,93,1.0,0
1916,546,0,130,1.0,0
1928,465,1,113,1.0,0
1929,547,0,104,1.0,0
1931,548,0,112,1.0,0
1933,40,1,93,1.0,0
1934,549,0,93,1.0,0
1937,550,0,181,1.0,0
1938,551,0,115,1.0,0
1939,552,0,198,1.0,0
1947,76,1,100,1.0,0
1948,51,1,55,1.0,0
1950,122,1,17,1.0,0
1958,553,0,40,1.0,0
1964,554,0,104,1.0,0
1965,555,0,93,1.0,0
1969,556,0,49,1.0,0
1978,557,0,100,1.0,0
1982,558,0,40,1.0,0
1983,559,1,34,1.0,0
1984,560,0,142,1.0,0
1986,561,0,108,1.0,0
1989,562,0,194,1.0,0
1990,563,0,49,1.0,0
2004,564,0,99,1.0,0
2005,565,0,49,1.0,0
2010,566,0,61,1.0,0
2013,567,0,100,1.0,0
2015,568,0,61,1.0,0
2019,569,0,93,1.0,0
2024,1,1,104,1.0,0
2025,170,1,104,1.0,0
2028,570,1,196,1.0,0
2031,570,1,32,1.0,0
2032,570,1,118,1.0,0
2041,571,0,80,1.0,0
2042,159,1,138,1.0,0
2044,572,0,42,1.0,0
2045,69,1,55,1.0,0
2047,4,1,40,1.0,0
2048,573,0,191,1.0,0
2068,574,0,104,1.0,0
2074,575,0,93,1.0,0
2077,135,1,80,1.0,0
2079,32,1,231,1.0,0
2082,40,1,55,1.0,0
2086,70,1,49,1.0,0
2087,505,1,131,1.0,0
2091,152,1,93,1.0,0
2093,290,1,40,1.0,0
2094,290,1,104,1.0,0
2095,576,0,168,1.0,0
2098,577,0,55,1.0,0
2099,559,1,138,1.0,0
2101,88,1,210,1.0,0
2104,179,1,196,1.0,0
2105,578,0,198,1.0,0
2107,579,0,183,1.0,0
2111,580,0,118,1.0,0
2120,131,1,138,1.0,0
2121,581,0,146,1.0,0
2125,496,1,231,1.0,0
2133,116,1,32,1.0,0
2145,582,1,8,1.0,0
2146,159,1,142,1.0,0
2148,122,1,130,1.0,0
2154,116,1,168,1.0,0
2155,190,1,93,1.0,0
2156,583,0,198,1.0,0
2159,584,0,5,1.0,0
2160,585,0,130,1.0,0
2161,306,1,93,1.0,0
2164,586,0,241,1.0,0
2166,14,1,27,1.0,0
2167,110,1,13,1.0,0
2170,95,1,103,1.0,0
2172,14,1,13,1.0,0
2177,60,1,231,1.0,0
2186,587,0,103,1.0,0
2201,588,0,175,1.0,0
2203,589,1,159,1.0,0
2204,135,1,40,1.0,0
2205,590,0,80,1.0,0
2211,591,0,26,1.0,0
2214,592,0,198,1.0,0
2215,593,0,121,1.0,0
2219,594,1,93,1.0,0
2221,595,0,194,1.0,0
2237,596,0,22,1.0,0
2238,182,1,210,1.0,0
2242,597,0,55,1.0,0
2245,598,0,105,1.0,0
2251,599,0,39,1.0,0
2252,600,0,13,1.0,0
2257,135,1,104,1.0,0
2262,179,1,144,1.0,0
2263,179,1,78,1.0,0
2265,69,1,42,1.0,0
2268,233,1,200,1.0,0
2270,132,1,80,1.0,0
2273,601,0,42,1.0,0
2286,602,0,49,1.0,0
2288,603,0,49,1.0,0
2290,604,0,50,1.0,0
2294,605,0,0,1.0,0
2295,542,1,187,1.0,0
2306,606,0,93,1.0,0
2315,607,0,122,1.0,0
2320,148,1,159,1.0,0
2322,608,0,122,1.0,0
2324,609,0,243,1.0,0
2327,67,1,157,1.0,0
2342,69,1,237,1.0,0
2348,582,1,103,1.0,0
2361,610,1,196,1.0,0
2375,611,0,114,1.0,0
2376,612,0,226,1.0,0
2382,613,0,13,1.0,0
2385,122,1,138,1.0,0
2391,614,0,153,1.0,0
2396,1,1,13,1.0,0
2397,1,1,93,1.0,0
2398,615,0,210,1.0,0
2399,616,0,181,1.0,0
2403,617,0,151,1.0,0
2405,618,0,131,1.0,0
2407,192,1,160,1.0,0
2409,619,0,163,1.0,0
2411,29,1,200,1.0,0
2415,122,1,231,1.0,0
2416,148,1,49,1.0,0
2419,620,0,93,1.0,0
2423,60,1,130,1.0,0
2429,51,1,232,1.0,0
2431,621,1,93,1.0,0
2441,622,0,191,1.0,0
2442,623,0,227,1.0,0
2449,624,0,169,1.0,0
2457,625,0,196,1.0,0
2463,626,0,49,1.0,0
