,Location_id,Item_id,POI_Type,L2_Category_name,POI
1931,680,482,1,55,Combined
1932,681,483,1,33,Combined
1935,683,377,1,51,Combined
1938,685,39,1,82,Combined
1943,686,13,1,156,Combined
1945,687,28,1,45,Combined
1949,688,21,1,49,Combined
1960,692,169,1,36,Combined
1961,693,384,1,19,Combined
1962,694,228,1,87,Combined
1967,697,169,1,157,Combined
1974,699,390,1,158,Combined
1986,701,229,1,29,Combined
2001,704,78,1,29,Combined
2006,706,4,1,123,Combined
2044,718,225,1,7,Combined
2066,723,13,1,33,Combined
2078,727,165,1,65,Combined
2081,730,516,1,19,Combined
2082,731,516,1,12,Combined
2087,733,54,1,2,Combined
2088,734,231,1,12,Combined
2094,735,54,1,125,Combined
2099,737,516,1,44,Combined
2124,742,523,1,76,Combined
2125,743,523,1,75,Combined
2126,744,291,1,134,Combined
2128,746,231,1,27,Combined
2134,748,7,1,32,Combined
2145,752,338,1,123,Combined
2146,753,54,1,27,Combined
2147,754,516,1,125,Combined
2150,756,54,1,1,Combined
2171,758,516,1,26,Combined
2175,760,225,1,159,Combined
2177,761,116,1,59,Combined
2179,762,116,1,76,Combined
2191,765,165,1,95,Combined
2193,766,534,1,76,Combined
2199,767,116,1,30,Combined
2214,770,78,1,24,Combined
2220,772,538,1,12,Combined
2223,773,18,1,127,Combined
2264,777,231,1,27,Combined
2292,781,291,1,31,Combined
2293,782,291,1,20,Combined
2296,783,62,1,150,Combined
2308,785,225,1,32,Combined
2323,786,291,1,161,Combined
2346,791,291,1,69,Combined
2347,792,78,1,162,Combined
2349,793,460,1,101,Combined
2358,794,550,1,42,Combined
2384,799,225,1,163,Combined
2388,801,390,1,45,Combined
2411,813,291,1,62,Combined
2421,815,238,1,165,Combined
2422,816,238,1,23,Combined
2425,818,78,1,69,Combined
2427,819,291,1,91,Combined
2428,820,460,1,27,Combined
2430,821,460,1,76,Combined
2447,826,13,1,37,Combined
2450,827,13,1,32,Combined
2500,833,29,1,70,Combined
2520,838,7,1,111,Combined
2522,839,28,1,27,Combined
2527,841,225,1,4,Combined
2530,842,583,1,22,Combined
2531,843,583,1,78,Combined
2533,844,583,1,49,Combined
2534,845,584,1,12,Combined
2535,846,585,1,2,Combined
2543,848,460,1,63,Combined
2546,850,538,1,167,Combined
2548,851,384,1,37,Combined
2560,859,225,1,7,Combined
2563,860,283,1,105,Combined
2579,866,584,1,168,Combined
2587,867,165,1,27,Combined
2591,870,165,1,105,Combined
2592,871,165,1,31,Combined
2594,872,225,1,46,Combined
2634,881,116,1,76,Combined
2677,884,116,1,76,Combined
2683,885,4,1,123,Combined
2728,890,165,1,169,Combined
2733,893,283,1,7,Combined
2736,894,283,1,161,Combined
2753,898,21,1,31,Combined
2810,903,221,1,100,Combined
2833,904,225,1,7,Combined
2843,907,21,1,92,Combined
2853,911,29,1,19,Combined
2868,917,635,1,158,Combined
2876,919,29,1,92,Combined
2881,921,225,1,29,Combined
2914,925,460,1,59,Combined
2917,927,62,1,7,Combined
2929,931,377,1,46,Combined
2932,933,178,1,57,Combined
2946,938,538,1,41,Combined
2956,941,54,1,23,Combined
2962,943,123,1,88,Combined
2974,945,408,1,26,Combined
2996,952,116,1,171,Combined
3028,960,28,1,76,Combined
3034,963,125,1,92,Combined
3035,964,126,1,23,Combined
3043,966,4,1,100,Combined
3054,971,38,1,76,Combined
3055,972,28,1,76,Combined
3076,978,679,1,15,Combined
3078,979,228,1,29,Combined
3100,987,687,1,19,Combined
3103,989,687,1,59,Combined
3110,992,138,1,24,Combined
3120,993,228,1,14,Combined
3122,994,225,1,9,Combined
3125,995,225,1,37,Combined
3159,1003,229,1,24,Combined
3168,1005,34,1,173,Combined
3170,1006,116,1,174,Combined
3174,1007,106,1,174,Combined
3175,1008,271,1,87,Combined
3194,1016,125,1,87,Combined
3199,1017,28,1,101,Combined
3203,1019,707,1,19,Combined
3207,1021,709,1,61,Combined
3214,1022,165,1,33,Combined
3221,1025,516,1,36,Combined
3226,1026,231,1,24,Combined
3232,1027,423,1,61,Combined
3270,1036,197,1,36,Combined
3304,1043,408,1,56,Combined
3323,1048,635,1,37,Combined
3342,1053,148,1,47,Combined
3351,1054,635,1,157,Combined
3353,1055,225,1,159,Combined
3360,1057,229,1,157,Combined
3363,1058,583,1,142,Combined
3375,1063,225,1,12,Combined
3395,1069,291,1,161,Combined
3407,1071,116,1,174,Combined
3415,1072,221,1,7,Combined
3417,1073,679,1,47,Combined
3448,1077,13,1,28,Combined
3463,1080,550,1,29,Combined
3464,1081,550,1,69,Combined
3468,1083,291,1,59,Combined
3473,1084,116,1,72,Combined
3474,1085,116,1,45,Combined
3482,1087,197,1,30,Combined
3521,1091,238,1,72,Combined
3525,1092,21,1,45,Combined
3532,1093,225,1,163,Combined
3541,1101,516,1,47,Combined
3561,1113,54,1,7,Combined
3594,1122,28,1,29,Combined
3602,1123,106,1,103,Combined
3620,1124,165,1,51,Combined
3626,1127,482,1,133,Combined
3627,1128,483,1,36,Combined
3629,1130,92,1,179,Combined
3640,1133,583,1,157,Combined
3648,1135,22,1,180,Combined
3653,1137,125,1,32,Combined
3683,1141,229,1,9,Combined
3739,1152,221,1,182,Combined
3751,1153,78,1,13,Combined
3773,1156,225,1,24,Combined
3780,1157,271,1,143,Combined
3805,1163,18,1,42,Combined
3808,1164,138,1,32,Combined
3815,1166,225,1,162,Combined
3825,1169,228,1,24,Combined
3835,1172,169,1,95,Combined
3843,1174,687,1,69,Combined
3867,1177,291,1,128,Combined
3888,1179,21,1,142,Combined
3897,1183,28,1,63,Combined
3899,1185,291,1,105,Combined
3910,1192,460,1,33,Combined
3923,1197,202,1,76,Combined
3927,1198,225,1,35,Combined
3934,1200,225,1,35,Combined
3937,1202,833,1,20,Combined
3940,1203,38,1,92,Combined
3945,1205,482,1,15,Combined
3950,1206,229,1,123,Combined
3989,1212,54,1,27,Combined
3990,1213,538,1,19,Combined
3996,1215,709,1,64,Combined
3997,1216,841,1,127,Combined
4020,1226,534,1,72,Combined
4023,1228,231,1,27,Combined
4028,1229,165,1,76,Combined
4050,1234,165,1,45,Combined
4053,1235,116,1,188,Combined
4061,1236,707,1,28,Combined
4082,1238,225,1,32,Combined
4096,1239,225,1,189,Combined
4102,1240,225,1,63,Combined
4104,1241,833,1,24,Combined
4116,1244,36,1,63,Combined
4123,1246,34,1,125,Combined
4139,1251,291,1,103,Combined
4140,1252,460,1,22,Combined
4149,1255,29,1,24,Combined
4153,1256,516,1,36,Combined
4164,1258,34,1,24,Combined
4172,1259,482,1,18,Combined
4223,1262,225,1,123,Combined
4230,1264,538,1,45,Combined
4234,1266,36,1,32,Combined
4274,1268,148,1,11,Combined
4282,1269,165,1,84,Combined
4305,1272,874,1,21,Combined
4320,1273,28,1,12,Combined
4327,1274,18,1,32,Combined
4337,1277,98,1,63,Combined
4349,1280,116,1,63,Combined
4365,1285,116,1,30,Combined
4368,1286,169,1,18,Combined
4372,1287,98,1,168,Combined
4378,1288,165,1,49,Combined
4418,1297,271,1,168,Combined
4419,1298,225,1,7,Combined
4427,1300,583,1,37,Combined
4430,1301,338,1,50,Combined
4433,1302,98,1,105,Combined
4474,1305,538,1,151,Combined
4479,1308,244,1,62,Combined
4484,1310,116,1,32,Combined
4485,1311,583,1,47,Combined
4496,1314,125,1,33,Combined
4547,1326,116,1,76,Combined
4551,1329,833,1,19,Combined
4552,1330,833,1,19,Combined
4554,1331,216,1,61,Combined
4568,1332,78,1,29,Combined
4606,1336,216,1,64,Combined
4609,1338,833,1,104,Combined
4610,1339,238,1,11,Combined
4617,1344,920,1,19,Combined
4618,1345,833,1,193,Combined
4634,1348,584,1,47,Combined
4644,1349,64,1,12,Combined
4675,1354,34,1,32,Combined
4676,1355,231,1,56,Combined
4691,1358,169,1,124,Combined
4694,1360,930,1,19,Combined
4695,1361,930,1,12,Combined
4704,1364,138,1,64,Combined
4733,1370,938,1,72,Combined
4747,1376,98,1,63,Combined
4760,1377,283,1,98,Combined
4763,1378,54,1,42,Combined
4825,1384,82,1,95,Combined
4855,1391,78,1,37,Combined
4876,1398,4,1,155,Combined
4910,1400,116,1,75,Combined
4921,1403,13,1,32,Combined
4939,1407,116,1,49,Combined
4952,1409,291,1,50,Combined
4956,1410,635,1,32,Combined
4993,1413,709,1,61,Combined
5000,1415,100,1,31,Combined
5032,1421,21,1,9,Combined
5035,1422,229,1,103,Combined
5043,1423,229,1,7,Combined
5050,1424,229,1,59,Combined
5052,1425,229,1,125,Combined
5092,1426,67,1,71,Combined
5103,1427,106,1,12,Combined
5111,1429,116,1,72,Combined
5117,1430,4,1,100,Combined
5135,1436,116,1,12,Combined
5138,1437,54,1,28,Combined
5182,1442,54,1,4,Combined
5202,1454,67,1,125,Combined
5238,1459,36,1,33,Combined
5260,1462,165,1,32,Combined
5265,1463,291,1,169,Combined
5277,1466,841,1,4,Combined
5284,1467,584,1,75,Combined
5320,1469,271,1,178,Combined
5349,1473,116,1,37,Combined
5357,1474,116,1,42,Combined
5371,1475,271,1,29,Combined
5395,1478,34,1,27,Combined
5405,1479,222,1,63,Combined
5412,1482,178,1,27,Combined
5421,1488,178,1,29,Combined
5424,1489,178,1,19,Combined
5426,1490,178,1,11,Combined
5450,1498,137,1,171,Combined
5452,1499,137,1,76,Combined
5453,1500,137,1,171,Combined
5480,1506,583,1,197,Combined
5516,1512,221,1,158,Combined
5522,1514,384,1,59,Combined
5527,1515,222,1,198,Combined
5538,1517,67,1,199,Combined
5550,1519,384,1,69,Combined
5564,1524,197,1,23,Combined
5574,1528,39,1,125,Combined
5578,1530,222,1,193,Combined
5582,1533,707,1,27,Combined
5586,1535,1049,1,57,Combined
5607,1539,1049,1,150,Combined
5609,1540,1049,1,101,Combined
5611,1542,1049,1,101,Combined
5625,1544,39,1,101,Combined
5636,1545,137,1,12,Combined
5641,1546,125,1,89,Combined
5647,1547,338,1,57,Combined
5648,1548,178,1,32,Combined
5649,1549,34,1,64,Combined
5651,1550,98,1,71,Combined
5663,1552,78,1,48,Combined
5702,1556,22,1,12,Combined
5723,1558,13,1,69,Combined
5726,1559,106,1,44,Combined
5734,1560,106,1,64,Combined
5742,1563,29,1,28,Combined
5747,1565,116,1,29,Combined
5762,1567,106,1,29,Combined
5789,1569,384,1,63,Combined
5790,1570,17,1,124,Combined
5793,1571,169,1,77,Combined
5831,1576,22,1,114,Combined
5834,1577,228,1,160,Combined
5836,1578,244,1,37,Combined
5856,1583,874,1,203,Combined
5885,1588,377,1,41,Combined
5900,1591,116,1,204,Combined
5903,1592,116,1,174,Combined
5968,1597,34,1,28,Combined
5969,1598,34,1,33,Combined
5974,1599,165,1,65,Combined
5980,1602,28,1,28,Combined
6012,1608,165,1,60,Combined
6076,1621,291,1,129,Combined
6084,1623,116,1,76,Combined
6119,1626,679,1,4,Combined
6122,1628,460,1,205,Combined
6171,1632,137,1,101,Combined
6185,1633,271,1,37,Combined
6199,1634,137,1,22,Combined
6202,1636,137,1,32,Combined
6252,1639,225,1,123,Combined
6269,1640,28,1,192,Combined
6319,1642,148,1,163,Combined
6335,1644,383,1,102,Combined
6405,1647,482,1,65,Combined
6477,1652,228,1,27,Combined
6490,1655,64,1,36,Combined
6517,1659,116,1,204,Combined
6521,1661,538,1,29,Combined
6526,1663,709,1,41,Combined
6532,1666,408,1,61,Combined
6538,1667,523,1,101,Combined
6562,1669,125,1,32,Combined
6638,1680,1140,1,169,Combined
6651,1682,116,1,169,Combined
6655,1683,116,1,69,Combined
6660,1685,165,1,89,Combined
6680,1688,291,1,29,Combined
6697,1690,169,1,47,Combined
6717,1693,67,1,101,Combined
6742,1695,291,1,69,Combined
6754,1698,18,1,104,Combined
6755,1699,18,1,129,Combined
6773,1702,291,1,26,Combined
6794,1706,18,1,63,Combined
6797,1707,231,1,136,Combined
6800,1708,635,1,120,Combined
6813,1709,225,1,9,Combined
6877,1715,291,1,71,Combined
6887,1718,383,1,19,Combined
6894,1721,165,1,23,Combined
6911,1724,283,1,45,Combined
6944,1731,365,1,29,Combined
6962,1733,106,1,142,Combined
7008,1736,7,1,211,Combined
7009,1737,7,1,47,Combined
7062,1740,7,1,124,Combined
7064,1741,584,1,24,Combined
7096,1743,169,1,13,Combined
7101,1744,138,1,143,Combined
7107,1746,137,1,32,Combined
7144,1751,460,1,92,Combined
7152,1753,18,1,111,Combined
7219,1764,137,1,72,Combined
7220,1765,148,1,32,Combined
7242,1769,138,1,24,Combined
7338,1784,165,1,168,Combined
7384,1787,116,1,197,Combined
7385,1788,116,1,192,Combined
7393,1789,137,1,174,Combined
7463,1798,106,1,113,Combined
7483,1802,21,1,69,Combined
7504,1806,228,1,125,Combined
7583,1812,291,1,75,Combined
7586,1813,228,1,103,Combined
7632,1816,116,1,76,Combined
7650,1818,116,1,76,Combined
7656,1819,930,1,27,Combined
7694,1821,920,1,27,Combined
7714,1825,221,1,157,Combined
7717,1827,67,1,178,Combined
7726,1828,679,1,4,Combined
7737,1830,18,1,125,Combined
7765,1833,244,1,29,Combined
7780,1835,38,1,101,Combined
7781,1836,38,1,101,Combined
7839,1842,165,1,96,Combined
7863,1845,34,1,24,Combined
7900,1850,707,1,91,Combined
7911,1853,920,1,33,Combined
7921,1856,408,1,32,Combined
7941,1857,228,1,31,Combined
7961,1858,18,1,32,Combined
8006,1866,228,1,57,Combined
8048,1867,54,1,32,Combined
8055,1868,377,1,49,Combined
8066,1871,225,1,132,Combined
8094,1874,38,1,75,Combined
8107,1878,197,1,29,Combined
8132,1880,271,1,91,Combined
